,event_description,timestamp,event_code,restaurant
0,Mouse in offer zone 1,7.7694336000010376,10,1
0,R1 no-reward tone,7.822656000003219,15,1
0,R1 80% offer,7.8271744000017645,19,1
0,Quit R4,8.01937920000404,49,4
0,SHARP Entry R1,8.0676352000013,61,1
0,Enter R4,8.085990400001407,47,4
0,SHARP Exit R4,8.186022399999201,72,4
0,SHARP Accept R1,8.201561599999666,62,1
0,Reject R1,8.219481600001455,12,1
0,Servo 1 closed,8.220108800001443,2,1
0,Enter R1,8.26812160000205,11,1
0,Quit R4,8.320832000002264,49,4
0,SHARP Accept R1,9.968844800002874,62,1
0,Quit R1,10.16935680000484,13,1
0,SHARP Exit R1,10.23655680000037,63,1
0,Mouse in hall 2,10.270374400004744,21,2
0,Mouse in offer zone 2,10.3455360000059,22,2
0,Reject R1,10.347520000003279,12,1
0,Servo 1 closed,10.34794240000099,2,1
0,R2 reward tone,10.351987199999392,26,2
0,R2 20% offer,10.352051200002432,30,2
0,SHARP Entry R2,10.648256000004709,64,2
0,SHARP Accept R2,10.74836480000615,65,2
0,Enter R2,10.879616000004113,23,2
0,SHARP Exit R2,11.980454400002957,66,2
0,SHARP Exit R2,12.380492800004781,66,2
0,SHARP Exit R2,12.647539200000464,66,2
0,SHARP Accept R2,13.4149504000023,65,2
0,SHARP Accept R2,13.482508799999952,65,2
0,SHARP Accept R2,13.5496576000005,65,2
0,SHARP Accept R2,14.25139200000465,65,2
0,SHARP Accept R2,14.783923200003803,65,2
0,Quit R2,15.451238400004804,25,2
0,SHARP Exit R2,15.483891200006008,66,2
0,Mouse in hall 3,15.517875200003386,33,3
0,Mouse in offer zone 3,15.609587200000883,34,3
0,Servo 2 closed,15.612364800006151,4,2
0,Reject R2,15.612403200000525,24,2
0,Servo 2 closed,15.61267200000584,4,2
0,Reject R2,15.612684799998998,24,2
0,R3 reward tone,15.620723200000823,38,3
0,R3 100% offer,15.62080000000447,44,3
0,SHARP Entry R3,15.876454400002956,67,3
0,SHARP Accept R3,16.009190400004385,68,3
0,Enter R3,16.17666560000181,35,3
0,SHARP Exit R3,16.64380160000175,69,3
0,Servo 3 open,17.185382400006056,5,3
0,SHARP Exit R3,17.377574400000274,69,3
0,R3 reward taken,18.45162240000069,40,3
0,SHARP Exit R3,22.08350720000267,69,3
0,Quit R3,22.083648000001908,37,3
0,Servo 3 closed,22.15260160000622,6,3
0,Reject R3,22.152627199999987,36,3
0,Mouse in hall 4,22.15266560000181,45,4
0,Servo 3 closed,22.184947200000288,6,3
0,Reject R3,22.18498560000211,36,3
0,Mouse in offer zone 4,22.203302400000393,46,4
0,R4 no-reward tone,22.207616000004112,51,4
0,R4 0% offer,22.207654400005936,53,4
0,SHARP Entry R4,22.43582720000297,70,4
0,SHARP Accept R4,22.535334400005638,71,4
0,Enter R4,22.636300800003113,47,4
0,SHARP Exit R4,23.236569600000976,72,4
0,SHARP Exit R4,23.46986240000278,72,4
0,SHARP Exit R4,23.904192000001668,72,4
0,SHARP Accept R4,26.239718400001525,71,4
0,SHARP Exit R4,26.44025600000471,72,4
0,Quit R4,26.44048640000075,49,4
0,Servo 4 closed,26.541017599999904,8,4
0,Reject R4,26.541056000001728,48,4
0,Mouse in offer zone 1,26.554918400004507,10,1
0,Servo 4 closed,26.555302400000393,8,4
0,Reject R4,26.555315200001,48,4
0,R1 no-reward tone,26.55571200000495,15,1
0,R1 20% offer,26.55576319999993,18,1
0,SHARP Entry R1,26.82122240000218,61,1
0,SHARP Accept R1,26.954726400002837,62,1
0,Enter R1,27.056153599999845,11,1
0,SHARP Accept R1,31.893939199998975,62,1
0,Quit R1,32.06101759999991,13,1
0,SHARP Exit R1,32.09378559999913,63,1
0,Reject R1,32.16136960000545,12,1
0,Servo 1 closed,32.161920000001786,2,1
0,Mouse in offer zone 2,32.16956159999967,22,2
0,R2 reward tone,32.1699328000024,26,2
0,R2 80% offer,32.16998400000483,31,2
0,Reject R1,32.170022399999205,12,1
0,Servo 1 closed,32.17024000000209,2,1
0,SHARP Entry R2,32.46979839999974,64,2
0,SHARP Accept R2,32.60346880000085,65,2
0,Enter R2,32.7368832000047,23,2
0,SHARP Accept R2,34.03815680000186,65,2
0,SHARP Accept R2,34.672243200004104,65,2
0,SHARP Accept R2,34.93949440000206,65,2
0,SHARP Accept R2,35.37309440000355,65,2
0,SHARP Accept R2,35.44006400000304,65,2
0,SHARP Accept R2,35.64019200000167,65,2
0,SHARP Accept R2,35.740467200003565,65,2
0,Servo 2 open,35.749401600003246,3,2
0,SHARP Accept R2,35.840627199999986,65,2
0,SHARP Accept R2,36.307763199999926,65,2
0,SHARP Accept R2,36.50769920000434,65,2
0,R2 reward taken,37.35116800000519,28,2
0,SHARP Accept R2,42.414425599999724,65,2
0,SHARP Exit R2,42.6482432000041,66,2
0,Quit R2,42.682368000000714,25,2
0,Mouse in offer zone 3,42.740044800005855,34,3
0,Servo 2 closed,42.74045440000295,4,2
0,Reject R2,42.740467200003565,24,2
0,R3 reward tone,42.74072320000082,38,3
0,R3 100% offer,42.74076160000265,44,3
0,Servo 2 closed,42.740940800003706,4,2
0,Reject R2,42.74096640000492,24,2
0,SHARP Entry R3,43.007065600000324,67,3
0,SHARP Accept R3,43.14064640000463,68,3
0,Enter R3,43.27326720000058,35,3
0,SHARP Exit R3,43.90750720000267,69,3
0,Servo 3 open,44.28166400000453,5,3
0,R3 reward taken,45.31447040000558,40,3
0,SHARP Accept R3,51.34908160000295,68,3
0,Quit R3,51.51682560000569,37,3
0,SHARP Exit R3,51.550105599999426,69,3
0,Servo 3 closed,51.617523200005294,6,3
0,Reject R3,51.61756159999967,36,3
