trial_index,tone_onset,tone_prob,restaurant,T_Entry,choice,accept,outcome,reward,quit,collection,trial_end,exit,lapIndex,blockIndex,comment
0,,,4,,,0,,0,,,,29.791398399993778,0,0,
1,29.910847999997436,80,1,30.229567999996245,30.395519999995827,1,34.51673599999398,0,,,34.51673599999398,36.46494720000029,0,1,"accepted, waited, no-reward"
2,36.47525119999796,80,2,36.79705599999428,36.896511999994516,1,40.049023999996486,1,,42.11523839999735,42.11523839999735,47.44467199999839,0,1,"accepted, waited, rewarded, and collected"
3,47.45400319999457,100,3,47.7776895999983,47.8779776000008,1,49.053030400000516,1,,52.1457023999989,52.1457023999989,56.422886399999264,0,1,"accepted, waited, rewarded, and collected"
4,56.5594367999956,80,4,56.88537599999458,56.98527999999374,1,,0,59.755763199999926,,59.755763199999926,59.85574399999529,0,1,animal accepted but quit before outcome revealed
5,59.863283199995756,20,1,60.1313919999972,60.264575999997554,1,65.41221119999885,0,,,65.41221119999885,67.90289919999987,1,1,"accepted, waited, no-reward"
6,67.91019519999624,0,2,68.1979776000008,68.29954559999705,1,75.4976895999983,0,,,75.4976895999983,90.29122559999675,1,1,"accepted, waited, no-reward"
7,90.2933247999996,100,3,90.63139839999377,90.72587519999594,1,91.896,1,,94.21539839999377,94.21539839999377,105.01189119999856,1,1,"accepted, waited, rewarded, and collected"
8,105.11324159999937,100,4,105.44070399999619,105.57369599999487,1,,0,106.44188159999996,,106.44188159999996,106.44188159999996,1,1,animal accepted but quit but quit wasnot timestamped
9,106.45095679999888,0,1,106.78277119999379,107.01665279999375,1,,0,107.61733119999617,,107.61733119999617,107.61733119999617,2,1,animal accepted but quit but quit wasnot timestamped
10,107.64503040000051,20,2,107.94428159999848,108.07782400000096,1,113.18872320000082,0,,,113.18872320000082,114.71900159999728,2,1,"accepted, waited, no-reward"
11,114.7233919999972,20,3,115.15513599999994,115.28714239999653,1,120.40559359999746,0,,,120.40559359999746,131.34263039999456,2,1,"accepted, waited, no-reward"
12,131.443366399996,100,4,131.87073279999942,132.70478079999984,0,,0,,,132.70478079999984,132.70478079999984,2,1,entered T junction then rejected and moved on
13,132.74625279999523,100,1,133.17923839999736,133.4485247999951,1,134.861427199997,1,,136.19080959999562,136.19080959999562,144.92289279999585,3,1,"accepted, waited, rewarded, and collected"
14,144.9249791999981,100,2,145.18783999999613,145.28774399999529,1,146.42312959999592,1,,147.75084799999743,147.75084799999743,157.5083391999975,3,1,"accepted, waited, rewarded, and collected"
15,157.51217920000107,20,3,157.8071039999947,157.93611519999803,1,,0,162.54318079999834,,162.54318079999834,164.30924799999596,3,1,animal accepted but quit before outcome revealed
16,,,2,,,0,,0,,,,166.51257599999755,0,2,
17,,,1,,,0,,0,,,,176.16186879999935,0,2,
18,,,4,,,0,,0,,,,185.36494079999625,0,2,
19,,,3,,,0,,0,,,,198.42158079999686,0,2,
20,,,2,,,0,,0,,,,205.52325119999796,0,2,
21,,,1,,,0,,0,,,,208.60280319999904,0,2,
22,,,3,,,0,,0,,,,231.88834559999407,0,2,
23,,,2,,,0,,0,,,,218.83825919999927,0,2,
24,233.7536639999971,20,4,235.38734079999477,236.43139839999378,0,,0,,,236.43139839999378,263.6897023999989,0,3,entered T junction then rejected and moved on
25,,,3,,,0,,0,,,,245.87015679999442,0,4,
26,,,2,,,0,,0,,,,252.34759679999948,0,4,
27,,,3,,,0,,0,,,,262.59022079999744,0,4,
28,264.16312319999935,80,1,264.4954495999962,264.7663231999949,1,267.98414079999924,0,,,267.98414079999924,276.0417023999989,0,5,"accepted, waited, no-reward"
29,276.67138560000063,100,2,277.9422976000011,278.0417919999957,1,279.15664639999716,1,,280.25601280000063,280.25601280000063,289.0530815999955,0,5,"accepted, waited, rewarded, and collected"
30,289.0539776000008,20,3,289.3866752000004,289.5214591999948,1,,0,292.3910527999997,,292.3910527999997,292.5912320000008,0,5,animal accepted but quit before outcome revealed
31,292.6527615999952,0,4,293.2224255999997,293.6207743999958,0,,0,,,293.6207743999958,293.6207743999958,0,5,entered T junction then rejected and moved on
32,293.6296319999993,100,1,293.92931839999557,294.09615359999987,1,295.2405119999945,1,,296.3060735999942,296.3060735999942,306.9387647999972,1,5,"accepted, waited, rewarded, and collected"
33,306.9397503999993,20,2,307.271308799997,307.37201919999717,1,312.49057279999556,0,,,312.49057279999556,315.04751359999926,1,5,"accepted, waited, no-reward"
34,315.04963839999584,0,3,315.3496576000005,315.48247039999814,1,,0,315.8516096000001,,315.8516096000001,315.8516096000001,1,5,animal accepted but quit but quit wasnot timestamped
35,315.980108799994,20,4,322.4854015999958,322.65539839999377,0,,0,,,322.65539839999377,322.65539839999377,1,5,entered T junction but never entered restaurant
36,,,3,,,0,,0,,,,338.545484799996,0,6,
37,,,2,,,0,,0,,,,349.7223552000001,0,6,
38,,,3,,,0,,0,,,,357.99896319999544,0,6,
39,,,4,,,0,,0,,,,359.2619648000002,0,6,
40,359.8395647999942,80,1,360.0713471999988,360.37125119999797,1,363.55374080000075,1,,364.83758079999683,364.83758079999683,368.7476991999969,0,7,"accepted, waited, rewarded, and collected"
41,368.77702399999646,0,2,369.07553279999644,369.17528319999576,1,,0,370.7226623999998,,370.7226623999998,377.4516863999963,0,7,animal accepted but quit before outcome revealed
42,371.4801535999998,0,3,371.7800703999996,371.88021759999543,1,,0,374.1187327999994,,374.1187327999994,418.93423359999804,0,7,animal accepted but quit before outcome revealed
43,,,2,,,0,,0,,,,418.29855999999495,0,8,
44,419.5330559999943,20,4,419.997939199999,420.4339199999943,0,,0,,,420.4339199999943,420.4339199999943,0,9,entered T junction then rejected and moved on
45,420.44592639999837,0,1,420.7733759999946,420.9072639999986,1,428.1118847999945,0,,,428.1118847999945,429.8505599999949,1,9,"accepted, waited, no-reward"
46,430.0120191999972,100,2,430.64527359999715,430.77916160000115,1,431.8796671999991,1,,432.92747519999745,432.92747519999745,438.0557567999959,1,9,"accepted, waited, rewarded, and collected"
47,438.05998079999534,0,3,438.3901055999994,438.4922751999944,1,,0,441.19418879999967,,441.19418879999967,441.3610495999977,1,9,animal accepted but quit before outcome revealed
48,441.4232192000002,80,4,441.79125759999454,441.8907519999966,1,,0,442.3270656000003,,442.3270656000003,442.3270656000003,1,9,animal accepted but quit but quit wasnot timestamped
49,442.3371903999969,80,1,442.635878399998,442.79773439999667,1,445.9006463999972,1,,446.98220799999683,446.98220799999683,451.63755519999563,2,9,"accepted, waited, rewarded, and collected"
50,451.6391551999971,100,2,451.936742399998,452.0084864000008,1,453.1093759999946,1,,454.1590143999979,454.1590143999979,459.0453247999996,2,9,"accepted, waited, rewarded, and collected"
