,event_description,timestamp,event_code,restaurant
0,Quit R4,29.791398399993778,49,4
0,Mouse in offer zone 1,29.897382399998605,10,1
0,R1 no-reward tone,29.910796799995005,15,1
0,R1 80% offer,29.910847999997436,19,1
0,SHARP Entry R1,30.229567999996245,61,1
0,SHARP Accept R1,30.395519999995827,62,1
0,Enter R1,31.497062399998306,11,1
0,SHARP Entry R1,32.069504000000656,61,1
0,SHARP Accept R1,32.49816319999844,62,1
0,SHARP Accept R1,32.73295359999686,62,1
0,R1 no-reward tone,34.51673599999398,15,1
0,SHARP Accept R1,36.16926720000058,62,1
0,Quit R1,36.36899839999527,13,1
0,SHARP Exit R1,36.402918399997056,63,1
0,Mouse in hall 2,36.43637759999931,21,2
0,Reject R1,36.46494720000029,12,1
0,Servo 1 closed,36.465510399997235,2,1
0,Mouse in offer zone 2,36.465612799994645,22,2
0,Reject R1,36.46897919999808,12,1
0,Servo 1 closed,36.46942719999701,2,1
0,R2 reward tone,36.475174399994316,26,2
0,R2 80% offer,36.47525119999796,31,2
0,SHARP Entry R2,36.79705599999428,64,2
0,SHARP Accept R2,36.896511999994516,65,2
0,Enter R2,37.030143999993804,23,2
0,SHARP Accept R2,38.33291519999504,65,2
0,SHARP Accept R2,38.63281919999421,65,2
0,Servo 2 open,40.049023999996486,3,2
0,R2 reward taken,42.11523839999735,28,2
0,SHARP Accept R2,46.941926399998366,65,2
0,Quit R2,47.27494399999827,25,2
0,SHARP Exit R2,47.34195199999958,66,2
0,Mouse in hall 3,47.342041599996385,33,3
0,Servo 2 closed,47.44462079999596,4,2
0,Reject R2,47.44467199999839,24,2
0,Mouse in offer zone 3,47.4450815999955,34,3
0,Servo 2 closed,47.44784640000015,4,2
0,Reject R2,47.44787199999392,24,2
0,R3 reward tone,47.45390079999715,38,3
0,R3 100% offer,47.45400319999457,44,3
0,SHARP Entry R3,47.7776895999983,67,3
0,SHARP Accept R3,47.8779776000008,68,3
0,Enter R3,48.04424960000068,35,3
0,Servo 3 open,49.053030400000516,5,3
0,R3 reward taken,52.1457023999989,40,3
0,SHARP Accept R3,55.91970560000092,68,3
0,Quit R3,56.32142080000043,37,3
0,SHARP Exit R3,56.35408639999479,69,3
0,Mouse in hall 4,56.42010879999399,45,4
0,Servo 3 closed,56.42283519999683,6,3
0,Reject R3,56.422886399999264,36,3
0,Servo 3 closed,56.45466879999638,6,3
0,Reject R3,56.45469439999759,36,3
0,Mouse in offer zone 4,56.55261439999938,46,4
0,R4 reward tone,56.55938560000062,50,4
0,R4 80% offer,56.5594367999956,55,4
0,SHARP Entry R4,56.88537599999458,70,4
0,SHARP Accept R4,56.98527999999374,71,4
0,Enter R4,57.219417599998415,47,4
0,SHARP Accept R4,59.55530240000039,71,4
0,SHARP Exit R4,59.72172800000012,72,4
0,Quit R4,59.755763199999926,49,4
0,Servo 4 closed,59.85570560000092,8,4
0,Reject R4,59.85574399999529,48,4
0,Mouse in offer zone 1,59.86241279999912,10,1
0,Servo 4 closed,59.86277119999379,8,4
0,Reject R4,59.862796799995,48,4
0,R1 no-reward tone,59.86325759999454,15,1
0,R1 20% offer,59.863283199995756,18,1
0,SHARP Entry R1,60.1313919999972,61,1
