trial_index,tone_onset,tone_prob,restaurant,T_Entry,choice,accept,outcome,reward,quit,collection,trial_end,exit,lapIndex,blockIndex,comment
0,6.111590400002897,100,1,6.32067840000242,6.420300800003111,1,7.538444800004363,1,,16.24899840000272,16.24899840000272,21.905753600001336,0,0,"accepted, waited, rewarded, and collected"
1,21.924633600004018,100,2,22.18517760000378,22.281804800003766,1,23.398924800001083,1,,25.34996480000019,25.34996480000019,30.38995199999958,0,0,"accepted, waited, rewarded, and collected"
2,30.411468800000847,100,3,30.63650560000539,30.737190400004387,1,31.87962880000472,1,,32.93239039999992,32.93239039999992,37.27957760000229,0,0,"accepted, waited, rewarded, and collected"
3,37.38127360000461,100,4,37.64271360000223,37.70979839999974,1,38.818867200002074,1,,39.89644799999893,39.89644799999893,42.71712000000477,0,0,"accepted, waited, rewarded, and collected"
4,42.72931840000302,0,1,43.09553920000047,43.22863360000402,1,,0,47.29966080000251,,47.29966080000251,47.40015359999985,1,0,animal accepted but quit before outcome revealed
5,47.4092928000018,0,2,47.77603840000182,47.87649280000478,1,,0,51.78045440000296,,51.78045440000296,52.04866560000181,1,0,animal accepted but quit before outcome revealed
6,52.09452800000459,0,3,53.96254720000178,54.06296320000291,1,,0,55.13239039999991,,55.13239039999991,55.13239039999991,1,0,animal accepted but quit but quit wasnot timestamped
7,55.19737600000202,100,4,55.52989440000057,55.59654399999976,1,56.71057919999957,1,,57.78493439999968,57.78493439999968,61.60485119999945,1,0,"accepted, waited, rewarded, and collected"
8,61.68344319999963,100,1,62.0206080000028,62.1516799999997,1,63.29003519999981,1,,64.28581120000034,64.28581120000034,67.82383359999955,2,0,"accepted, waited, rewarded, and collected"
9,67.83480319999903,100,2,68.16570880000293,68.2657023999989,1,69.36811520000548,1,,70.43866880000382,70.43866880000382,82.05112319999934,2,0,"accepted, waited, rewarded, and collected"
10,82.0979328000024,100,3,82.5289728000015,82.66300160000473,1,83.79760640000552,1,,84.88240640000254,84.88240640000254,87.73544960000366,2,0,"accepted, waited, rewarded, and collected"
11,87.80051200000197,100,4,88.06780160000176,88.13443840000033,1,89.24696320000291,1,,90.71165439999848,90.71165439999848,116.79898880000412,2,0,"accepted, waited, rewarded, and collected"
12,93.72101120000333,100,1,94.05344000000507,94.1863423999995,1,95.32742400000244,1,,96.89708799999953,96.89708799999953,101.2616576000005,3,0,"accepted, waited, rewarded, and collected"
13,101.27331840000302,80,2,101.60592639999837,101.70702080000191,1,104.85012480000407,1,,,105.5756032000035,107.13548800000548,3,0,rewarded but pellet not taken
16,134.89171200000496,100,3,135.15745280000567,135.25768960000573,1,136.43933440000563,1,,137.6109567999989,137.6109567999989,140.86498560000211,0,2,"accepted, waited, rewarded, and collected"
17,140.93017599999905,0,4,141.2933376000002,141.35984640000015,1,,0,143.59673600000144,,143.59673600000144,143.7639552000016,0,2,animal accepted but quit before outcome revealed
18,143.7769728000015,0,1,144.17704960000515,144.30982400000096,1,,0,145.64537600000202,,145.64537600000202,146.17948160000145,1,2,animal accepted but quit before outcome revealed
19,146.2229376000017,0,2,146.58854399999976,146.6886400000006,1,,0,149.8925952000022,,149.8925952000022,150.9942912000045,1,2,animal accepted but quit before outcome revealed
20,151.010572800003,80,3,151.34076160000265,151.54136320000143,1,,0,153.94462719999999,,153.94462719999999,154.27802880000323,1,2,animal accepted but quit before outcome revealed
21,154.34490879999845,80,4,154.6416256000027,154.70924800000338,1,157.85623040000348,0,,,157.85623040000348,158.83002880000322,1,2,"accepted, waited, no-reward"
22,158.83074560000003,100,1,159.3306367999986,159.495884800002,1,160.63238400000333,1,,161.67301120000332,161.67301120000332,165.0343423999995,2,2,"accepted, waited, rewarded, and collected"
23,165.04377600000055,100,2,165.47641600000114,165.57648640000076,1,166.69410559999943,1,,167.9896704000011,167.9896704000011,171.84444160000234,2,2,"accepted, waited, rewarded, and collected"
32,232.36701440000533,80,3,232.73448960000277,232.86775039999932,1,236.03598080000282,1,,,236.14044160000236,236.30536960000543,0,4,rewarded but pellet not taken
33,236.3355648000017,0,4,236.70114559999854,236.76784640000017,1,,0,238.90549760000408,,238.90549760000408,239.05172480000556,0,4,animal accepted but quit before outcome revealed
34,239.05242880000173,100,1,239.41799680000543,239.55176960000395,1,240.68778240000458,1,,241.90065920000524,241.90065920000524,246.25941759999841,1,4,"accepted, waited, rewarded, and collected"
35,246.2695680000037,100,2,246.66909440000356,246.8026752000004,1,247.93904640000312,1,,249.4172928000018,249.4172928000018,254.87960320000352,1,4,"accepted, waited, rewarded, and collected"
36,254.8936704000011,80,3,255.2275456000045,255.3605504000038,1,,0,255.82993919999896,,255.82993919999896,255.82993919999896,1,4,animal accepted but quit but quit wasnot timestamped
37,255.89075200000406,0,4,256.29012480000404,256.3919360000044,1,,0,258.36135680000484,,258.36135680000484,258.6938752000034,1,4,animal accepted but quit before outcome revealed
38,258.709376000002,80,1,259.1403264000043,259.34376960000395,1,262.5217151999995,1,,267.5109632000029,267.5109632000029,279.2310271999985,2,4,"accepted, waited, rewarded, and collected"
41,284.6156799999997,0,2,284.9135232000053,285.0142976000011,1,,0,285.61445120000093,,285.61445120000093,288.38447360000015,0,6,animal accepted but quit before outcome revealed
42,288.39964160000534,0,3,288.7319552000016,289.030630400002,1,,0,296.84089600000533,,296.84089600000533,304.91589119999855,0,6,animal accepted but quit before outcome revealed
39,289.29757440000026,100,4,,290.3012736000046,0,,0,,,290.3012736000046,290.3012736000046,2,4,rejected offer but t junction entry not detected
47,338.1999871999994,100,1,338.5982719999999,338.7652352000028,1,339.9009408000037,1,,340.98350079999864,340.98350079999864,345.70519040000437,0,8,"accepted, waited, rewarded, and collected"
48,349.0203008000031,0,2,349.5866752000004,349.72001280000063,1,,0,351.7242239999995,,351.7242239999995,356.14408960000424,0,8,animal accepted but quit before outcome revealed
49,356.14383359999954,80,3,356.541888000004,356.70776319999993,1,359.9552128000036,1,,,360.2785920000002,360.5135232000053,0,8,rewarded but pellet not taken
50,360.5426560000032,0,4,360.941888000004,361.07580160000174,1,,0,363.5449600000009,,363.5449600000009,364.4197760000005,0,8,animal accepted but quit before outcome revealed
51,364.4335744000003,100,1,365.1663232000023,365.364633600004,1,366.4675712000057,1,,367.55244799999895,367.55244799999895,371.7356671999991,1,8,"accepted, waited, rewarded, and collected"
52,371.7470336000025,80,2,372.6129024000019,372.81347839999944,1,375.9952256000042,1,,,376.1176576000005,376.7879167999998,1,8,rewarded but pellet not taken
53,376.80107519999893,0,3,377.2984831999987,377.4315904000029,1,,0,377.56583680000153,,377.56583680000153,377.56583680000153,1,8,animal accepted but quit but quit wasnot timestamped
54,377.6614144000039,0,4,377.96308480000494,378.1299200000018,1,,0,378.6644736000001,,378.6644736000001,378.6644736000001,1,8,animal accepted but quit but quit wasnot timestamped
55,378.7126143999994,80,1,379.1448448000029,379.31171840000155,1,,0,382.281318400003,,382.281318400003,382.51505920000375,2,8,animal accepted but quit before outcome revealed
56,382.5250047999993,100,2,383.3250560000017,383.425139200002,1,384.5712128000036,1,,386.11306240000573,386.11306240000573,403.07366400000456,2,8,"accepted, waited, rewarded, and collected"
59,418.91274240000547,0,3,419.3796864000037,419.67984640000014,1,,0,423.5841152000055,,423.5841152000055,423.7191552000046,0,10,animal accepted but quit before outcome revealed
60,423.74881280000506,0,4,424.01477120000123,424.08083200000226,1,,0,426.61639680000394,,426.61639680000394,426.76508160000293,0,10,animal accepted but quit before outcome revealed
61,426.7657855999991,0,1,427.1316736000031,427.2315648000017,1,,0,429.3348863999993,,429.3348863999993,429.70279680000243,1,10,animal accepted but quit before outcome revealed
62,429.7468672000021,100,2,431.04604160000383,431.1462784000039,1,,0,437.7876480000019,,437.7876480000019,438.3219712000042,1,10,animal accepted but quit before outcome revealed
63,439.70378240000457,100,3,,440.9248896000013,0,,0,,,440.9248896000013,440.9248896000013,1,10,rejected offer but t junction entry not detected
69,475.3388544000015,100,4,476.50576640000196,476.67342080000043,1,477.90895360000434,1,,479.08019200000166,479.08019200000166,482.2279552000016,0,12,"accepted, waited, rewarded, and collected"
70,482.2285568000004,100,1,482.6947199999988,482.86419200000165,1,483.9667327999994,1,,485.1962624000013,485.1962624000013,488.76874240000546,1,12,"accepted, waited, rewarded, and collected"
71,488.81297920000554,0,2,489.31240960000457,489.44610559999944,1,,0,492.18320639999956,,492.18320639999956,494.6562688000053,1,12,animal accepted but quit before outcome revealed
72,494.66878720000386,0,3,495.0025856000036,495.0682624000013,1,,0,495.30364160000534,,495.30364160000534,495.30364160000534,1,12,animal accepted but quit but quit wasnot timestamped
73,495.36581120000034,100,4,495.695257600002,495.7613440000042,1,497.108569600001,1,,498.12435200000556,498.12435200000556,524.4957952000052,1,12,"accepted, waited, rewarded, and collected"
74,501.5509120000005,100,1,502.0164224000052,502.18319359999896,1,503.3186688000038,1,,504.4121600000039,504.4121600000039,510.72730880000444,2,12,"accepted, waited, rewarded, and collected"
75,510.7718400000036,0,2,511.272691200003,511.4070271999985,1,,0,513.0065024000033,,513.0065024000033,529.091827200003,2,12,animal accepted but quit before outcome revealed
77,529.677260800004,100,3,529.9738752000034,530.1732352000028,1,531.4142336000056,1,,532.492864,532.492864,556.1690879999995,0,14,"accepted, waited, rewarded, and collected"
78,537.4766592000052,100,4,538.3112063999996,538.4115712000057,1,539.7448576000035,1,,540.9764224000052,540.9764224000052,553.3264896000028,0,14,"accepted, waited, rewarded, and collected"
79,548.1702016000003,0,1,548.7373056000024,548.9369215999991,1,,0,551.7736191999986,,551.7736191999986,552.5956992000043,1,14,animal accepted but quit before outcome revealed
86,619.7286656000018,100,2,620.2310144000054,620.3660032000021,1,621.5009408000037,1,,622.6620927999988,622.6620927999988,627.838297600001,0,16,"accepted, waited, rewarded, and collected"
87,627.8515328000038,0,3,628.2506495999992,628.3849087999985,1,,0,630.1529984000027,,630.1529984000027,630.4205056000054,0,16,animal accepted but quit before outcome revealed
88,630.4814336000011,0,4,630.8472192000002,630.8810751999989,1,,0,633.1870336000026,,633.1870336000026,641.9934592000022,0,16,animal accepted but quit before outcome revealed
89,633.9008383999989,0,1,634.4013951999992,634.5351552000046,1,,0,639.5062400000021,,639.5062400000021,639.7732991999984,1,16,animal accepted but quit before outcome revealed
90,643.4916864000037,100,2,643.924633600004,644.0241920000017,1,645.1595776000023,1,,646.3186560000032,646.3186560000032,657.2184831999988,1,16,"accepted, waited, rewarded, and collected"
91,657.2189440000058,0,3,657.6842239999995,657.8181887999997,1,,0,660.255257600002,,660.255257600002,660.6214912,1,16,animal accepted but quit before outcome revealed
92,660.6830080000013,0,4,661.1163008000032,661.1828863999992,1,,0,663.4511744000017,,663.4511744000017,664.9535872000009,1,16,animal accepted but quit before outcome revealed
93,663.6350208000019,100,1,663.9671680000051,664.1006208000034,1,665.2133504000008,1,,666.1942528000027,666.1942528000027,670.3416576000005,2,16,"accepted, waited, rewarded, and collected"
94,670.3529984000027,100,2,670.9216384000033,671.0883200000003,1,672.2220160000027,1,,673.321830400005,673.321830400005,691.6769408000038,2,16,"accepted, waited, rewarded, and collected"
98,720.5911552000046,0,3,720.9232512000054,721.1235200000033,1,,0,723.9601407999992,,723.9601407999992,724.0611711999998,0,18,animal accepted but quit before outcome revealed
99,724.1202432000041,0,4,724.4203264000043,724.4870784000009,1,,0,727.022809600003,,727.022809600003,727.2731648000032,0,18,animal accepted but quit before outcome revealed
