,event_description,timestamp,event_code,restaurant,keyword
0,SHARP Entry R4,91.33386239999533,70,4,tentry
0,Quit R4,91.66792960000038,49,4,quit
0,SHARP Entry R4,91.8009600000009,70,4,tentry
0,Enter R4,92.9037567999959,47,4,enter
0,SHARP Accept R4,93.10280959999561,71,4,enter
0,Quit R4,94.37090559999645,49,4,quit
0,SHARP Accept R4,96.37311999999731,71,4,enter
0,SHARP Accept R3,93.25823999999463,68,3,enter
0,R1 20% offer,94.23527679999918,18,1,20_offer
0,Reject R1,94.23673599999398,12,1,reject
0,SHARP Entry R1,94.5247615999952,61,1,tentry
0,SHARP Accept R1,94.6918015999943,62,1,enter
0,Enter R1,94.85817599999905,11,1,enter
0,SHARP Accept R1,95.2583423999995,62,1,enter
0,Quit R1,96.39453440000116,13,1,quit
0,Reject R1,96.51343360000104,12,1,reject
0,R2 0% offer,96.52087039999664,29,2,0_offer
0,SHARP Entry R2,96.7460991999954,64,2,tentry
0,SHARP Accept R2,96.81291519999505,65,2,enter
0,Enter R2,96.97989119999856,23,2,enter
0,SHARP Accept R4,96.60607999999822,71,4,enter
0,SHARP Accept R2,97.24678399999439,65,2,enter
0,Quit R2,100.5502976000011,25,2,quit
0,Reject R2,100.64465919999779,24,2,reject
0,R3 80% offer,100.65660159999877,43,3,80_offer
0,SHARP Entry R3,100.86741759999842,67,3,tentry
0,SHARP Accept R3,100.96789759999514,68,3,enter
0,Enter R3,101.23642879999429,35,3,enter
0,R3 no-reward tone,104.27306239999831,39,3,noreward
0,Quit R3,107.0410495999977,37,3,quit
0,Reject R3,107.17489919999987,36,3,reject
0,SHARP Accept R4,105.61786879999936,71,4,enter
0,R4 100% offer,107.22371839999407,56,4,100_offer
0,SHARP Entry R4,107.45214719999582,70,4,tentry
0,Enter R4,107.65290239999443,47,4,enter
0,Servo 4 open,108.67226879999787,7,4,servo open
0,R4 reward taken,109.91859200000017,52,4,taken
0,Quit R4,114.76199679999799,49,4,quit
0,Reject R4,114.86072320000082,48,4,reject
0,SHARP Accept R4,116.66451199999452,71,4,enter
0,R1 0% offer,114.8827647999972,17,1,0_offer
0,SHARP Entry R1,115.14807039999963,61,1,tentry
0,SHARP Accept R1,115.28186879999936,62,1,enter
0,Enter R1,115.4496895999983,11,1,enter
0,SHARP Accept R1,115.9161343999952,62,1,enter
0,Quit R1,116.98415359999984,13,1,quit
0,Reject R1,117.05039359999448,12,1,reject
0,R2 100% offer,117.06946559999884,32,2,100_offer
0,SHARP Entry R2,117.30234879999608,64,2,tentry
0,SHARP Accept R2,117.4026752000004,65,2,enter
0,Enter R2,117.63663359999657,23,2,enter
0,Servo 2 open,118.63832319999486,3,2,servo open
0,R2 reward taken,119.85218559999764,28,2,taken
0,SHARP Accept R2,123.71025919999927,65,2,enter
0,Quit R2,126.41401599999517,25,2,quit
0,Reject R2,126.54679039999843,24,2,reject
0,R3 80% offer,126.56424960000068,43,3,80_offer
0,SHARP Entry R3,126.79756799999625,67,3,tentry
0,SHARP Accept R3,126.89756159999966,68,3,enter
0,Enter R3,127.263423999995,35,3,enter
0,Servo 3 open,130.2796671999991,5,3,servo open
0,R3 reward taken,132.03884799999744,40,3,taken
0,Quit R3,137.77733119999618,37,3,quit
0,Reject R3,137.90992639999837,36,3,reject
0,SHARP Accept R4,132.6471423999965,71,4,enter
0,R4 20% offer,137.95578880000113,54,4,20_offer
0,SHARP Entry R4,138.25304320000112,70,4,tentry
0,Enter R4,138.58768639999627,47,4,enter
0,R4 no-reward tone,143.60556799999625,51,4,noreward
0,Quit R4,144.79420160000026,49,4,quit
0,Reject R4,144.92924159999936,48,4,reject
0,R1 0% offer,144.9516671999991,17,1,0_offer
0,SHARP Entry R1,145.2835967999995,61,1,tentry
0,Reject R1,145.6833024000004,12,1,reject
0,R2 100% offer,145.7027071999982,32,2,100_offer
0,SHARP Entry R2,145.96880640000106,64,2,tentry
0,SHARP Accept R2,146.06845439999552,65,2,enter
0,Enter R2,146.23608320000022,23,2,enter
0,Servo 2 open,147.23787519999593,3,2,servo open
0,SHARP Accept R4,148.23123200000077,71,4,enter
0,R2 reward taken,148.52665599999577,28,2,taken
0,SHARP Accept R2,154.57845759999753,65,2,enter
0,Quit R2,154.87923200000077,25,2,quit
0,Reject R2,155.0624639999941,24,2,reject
0,R3 20% offer,155.0628095999956,42,3,20_offer
0,SHARP Entry R3,155.29734399999677,67,3,tentry
0,SHARP Accept R3,155.3963775999993,68,3,enter
0,Reject R3,155.79818239999562,36,3,reject
0,R4 0% offer,155.87545600000024,53,4,0_offer
0,SHARP Entry R4,156.24259839999675,70,4,tentry
0,Reject R4,156.80883199999482,48,4,reject
0,SHARP Accept R4,157.84191999999433,71,4,enter
0,R1 80% offer,156.82952959999443,19,1,80_offer
0,SHARP Entry R1,157.12916479999572,61,1,tentry
0,SHARP Accept R1,157.29740799999982,62,1,enter
0,Enter R1,157.43125759999455,11,1,enter
0,Servo 1 open,160.45054719999433,1,1,servo open
0,R1 reward taken,161.64727039999514,16,1,taken
0,SHARP Entry R1,162.53560319999605,61,1,tentry
0,SHARP Accept R1,166.70690559999645,62,1,enter
0,Quit R1,173.61401599999516,13,1,quit
0,Reject R1,173.7480319999978,12,1,reject
0,R2 100% offer,173.76938239999862,32,2,100_offer
0,SHARP Entry R2,174.0343680000007,64,2,tentry
0,SHARP Accept R2,174.1676799999997,65,2,enter
0,SHARP Entry R2,174.40175360000134,64,2,tentry
0,Enter R2,174.53525759999454,23,2,enter
0,Servo 2 open,175.5507839999944,3,2,servo open
0,R2 reward taken,176.6400895999968,28,2,taken
0,SHARP Accept R2,180.54083839999885,65,2,enter
0,Quit R2,181.57615359999986,25,2,quit
0,Reject R2,181.7096576000005,24,2,reject
0,R3 0% offer,181.73084160000087,41,3,0_offer
0,SHARP Entry R3,181.95960319999605,67,3,tentry
0,SHARP Accept R3,182.09364479999988,68,3,enter
0,Enter R3,182.46018559999763,35,3,enter
0,SHARP Accept R4,183.63800319999456,71,4,enter
0,R4 100% offer,189.84592639999838,56,4,100_offer
0,SHARP Entry R3,188.635315200001,67,3,tentry
0,SHARP Accept R3,189.0343167999983,68,3,enter
0,R3 no-reward tone,189.47174399999528,39,3,noreward
0,Quit R3,189.70228480000048,37,3,quit
0,Reject R3,189.83688960000129,36,3,reject
0,SHARP Entry R4,190.1123839999959,70,4,tentry
0,Enter R4,190.37903359999507,47,4,enter
0,Servo 4 open,191.3811071999967,7,4,servo open
0,R4 reward taken,192.65282559999824,52,4,taken
0,Quit R4,199.18927359999716,49,4,quit
0,Reject R4,199.35759359999747,48,4,reject
0,R1 100% offer,199.38007039999962,20,1,100_offer
0,SHARP Entry R1,199.67720959999411,61,1,tentry
0,SHARP Accept R1,199.87743999999762,62,1,enter
0,Enter R1,200.0446591999978,11,1,enter
0,SHARP Entry R1,200.2776704000011,61,1,tentry
0,Servo 1 open,201.05512959999592,1,1,servo open
0,R1 reward taken,202.23423999999463,16,1,taken
0,SHARP Entry R1,203.3816447999999,61,1,tentry
0,SHARP Accept R1,208.9878271999955,62,1,enter
0,Quit R1,214.29538560000063,13,1,quit
0,Reject R1,214.39525119999797,12,1,reject
0,SHARP Accept R4,205.32920319999755,71,4,enter
0,R2 80% offer,214.41626879999788,31,2,80_offer
0,SHARP Entry R2,214.71491839999706,64,2,tentry
0,SHARP Accept R2,214.81520639999957,65,2,enter
0,Enter R2,215.01422079999745,23,2,enter
0,Servo 2 open,218.02291200000047,3,2,servo open
0,R2 reward taken,219.15221759999542,28,2,taken
0,SHARP Accept R2,228.2620287999958,65,2,enter
0,Quit R2,228.52916479999573,25,2,quit
0,Reject R2,228.66352639999985,24,2,reject
0,SHARP Accept R4,220.01262079999597,71,4,enter
0,R4 20% offer,229.75907840000093,54,4,20_offer
0,R3 0% offer,228.68131839999558,41,3,0_offer
0,SHARP Entry R3,228.91301119999588,67,3,tentry
0,SHARP Accept R3,229.01317119999976,68,3,enter
0,SHARP Entry R3,229.4136319999993,67,3,tentry
0,Reject R3,229.7158015999943,36,3,reject
0,SHARP Entry R4,230.0254591999948,70,4,tentry
0,Enter R4,230.25794559999557,47,4,enter
0,Quit R4,234.76239359999448,49,4,quit
0,Reject R4,234.96385279999674,48,4,reject
0,SHARP Accept R4,238.70049279999733,71,4,enter
0,R1 80% offer,234.9847167999968,19,1,80_offer
0,SHARP Entry R1,235.2840319999978,61,1,tentry
0,SHARP Accept R1,235.48472320000081,62,1,enter
0,Enter R1,235.6523519999981,11,1,enter
0,SHARP Entry R1,235.98510080000014,61,1,tentry
0,Servo 1 open,238.66792960000038,1,1,servo open
0,R1 reward taken,239.9207551999986,16,1,taken
0,SHARP Accept R1,246.66423039999603,62,1,enter
0,Quit R1,246.93093119999767,13,1,quit
0,Reject R1,247.03128319999576,12,1,reject
0,R2 20% offer,247.0509567999989,30,2,20_offer
0,SHARP Entry R2,247.35093759999424,64,2,tentry
0,SHARP Accept R2,247.45169919999688,65,2,enter
0,Enter R2,247.7188223999962,23,2,enter
0,SHARP Accept R2,248.61849599999934,65,2,enter
0,Quit R2,252.4243071999997,25,2,quit
0,Reject R2,252.6248191999942,24,2,reject
0,R3 20% offer,252.64052479999512,42,3,20_offer
0,SHARP Entry R3,252.9083647999987,67,3,tentry
0,SHARP Accept R3,252.97358079999685,68,3,enter
0,Enter R3,253.4743039999977,35,3,enter
0,R3 no-reward tone,258.4796671999991,39,3,noreward
0,Quit R3,265.4881919999942,37,3,quit
0,Reject R3,265.5567104000002,36,3,reject
0,R4 0% offer,265.5676287999973,53,4,0_offer
0,SHARP Entry R4,265.7641599999964,70,4,tentry
0,Enter R4,265.9319296000004,47,4,enter
0,Quit R4,267.5672320000008,49,4,quit
0,Reject R4,267.6674047999978,48,4,reject
0,R1 20% offer,267.6890751999989,18,1,20_offer
0,SHARP Entry R1,267.9883647999987,61,1,tentry
0,SHARP Accept R1,268.1213311999962,62,1,enter
0,Enter R1,268.2217343999967,11,1,enter
0,SHARP Entry R1,268.68874239999803,61,1,tentry
0,SHARP Accept R1,269.38952959999443,62,1,enter
0,Quit R1,270.658739199996,13,1,quit
0,Reject R1,270.7112192000002,12,1,reject
0,R2 0% offer,270.7118464000001,29,2,0_offer
0,SHARP Entry R2,270.9778559999987,64,2,tentry
0,SHARP Accept R2,271.0439679999948,65,2,enter
0,Enter R2,271.21119999999553,23,2,enter
0,SHARP Entry R2,271.3113856000006,64,2,tentry
0,SHARP Accept R2,271.7789952000007,65,2,enter
0,Quit R2,272.14612479999664,25,2,quit
0,Reject R2,272.27987199999393,24,2,reject
0,R3 80% offer,272.2964351999983,43,3,80_offer
0,SHARP Entry R3,272.63031039999424,67,3,tentry
0,SHARP Accept R3,272.69594879999755,68,3,enter
0,Enter R3,273.06512640000136,35,3,enter
0,SHARP Entry R3,273.0971647999957,67,3,tentry
0,Servo 3 open,276.0760703999996,5,3,servo open
0,R3 reward taken,277.1523583999947,40,3,taken
0,SHARP Entry R3,281.8065920000002,67,3,tentry
0,Quit R3,284.00984319999816,37,3,quit
0,Reject R3,284.1783552000001,36,3,reject
0,R4 0% offer,284.21967359999564,53,4,0_offer
0,SHARP Entry R4,284.65239039999994,70,4,tentry
0,Enter R4,284.9861503999978,47,4,enter
0,Quit R4,285.4867071999982,49,4,quit
0,Reject R4,285.8206463999972,48,4,reject
0,R1 100% offer,285.8438015999943,20,1,100_offer
0,SHARP Entry R1,286.14243840000034,61,1,tentry
0,SHARP Accept R1,286.308735999994,62,1,enter
0,Enter R1,286.47685119999943,11,1,enter
0,SHARP Entry R1,286.60985599999873,61,1,tentry
0,Servo 1 open,287.4874367999956,1,1,servo open
0,R1 reward taken,288.6632192000002,16,1,taken
0,SHARP Accept R1,298.2897791999951,62,1,enter
0,SHARP Entry R1,298.8909567999989,61,1,tentry
0,SHARP Accept R1,299.3568255999982,62,1,enter
0,Reject R1,300.0594943999946,12,1,reject
0,SHARP Accept R1,300.32528639999776,62,1,enter
0,Quit R1,301.42621440000084,13,1,quit
0,SHARP Entry R1,301.493196800001,61,1,tentry
0,R2 80% offer,302.014054399997,31,2,80_offer
0,SHARP Entry R2,302.280051199995,64,2,tentry
0,SHARP Accept R2,302.38050559999795,65,2,enter
0,Enter R2,302.64716799999775,23,2,enter
0,SHARP Accept R2,304.5165439999998,65,2,enter
0,Servo 2 open,305.6597119999975,3,2,servo open
0,R2 reward taken,306.9043839999959,28,2,taken
0,SHARP Accept R2,313.726054399997,65,2,enter
0,Quit R2,316.12957440000025,25,2,quit
0,Reject R2,316.34785279999676,24,2,reject
0,R3 100% offer,316.34850559999796,44,3,100_offer
0,SHARP Entry R3,316.6460799999982,67,3,tentry
0,SHARP Accept R3,316.7132415999994,68,3,enter
