,event_description,timestamp,event_code,restaurant
0,Quit R4,36.91110400000215,49,4
0,Mouse in offer zone 1,36.97089279999584,10,1
0,R1 no-reward tone,37.027404799997804,15,1
0,R1 0% offer,37.03197439999878,17,1
0,Reject R1,37.033830399997534,12,1
0,Servo 1 closed,37.0343423999995,2,1
0,SHARP Entry R1,37.203827199995516,61,1
0,SHARP Accept R1,37.30374399999529,62,1
0,Enter R1,37.47128319999575,11,1
0,SHARP Accept R1,39.73992960000038,62,1
0,Quit R1,39.973478399999436,13,1
0,SHARP Exit R1,40.20764159999788,63,1
0,Mouse in hall 2,40.3076352000013,21,2
0,Reject R1,40.37497599999607,12,1
0,Servo 1 closed,40.37532159999758,2,1
0,Mouse in offer zone 2,40.414745600000025,22,2
0,R2 no-reward tone,40.42186239999533,27,2
0,R2 20% offer,40.42192639999837,30,2
0,SHARP Entry R2,40.71630079999566,64,2
0,SHARP Accept R2,40.78156799999625,65,2
0,Enter R2,40.91974399999529,23,2
0,SHARP Accept R2,41.25126399999857,65,2
0,SHARP Accept R2,41.38242559999973,65,2
0,SHARP Accept R2,43.05087999999523,65,2
0,Quit R2,43.25089279999584,25,2
0,SHARP Exit R2,43.284684799999,66,2
0,Mouse in hall 3,43.28473600000143,33,3
0,Mouse in offer zone 3,43.3857791999951,34,3
0,Servo 2 closed,43.38659839999676,4,2
0,Reject R2,43.38662399999797,24,2
0,Servo 2 closed,43.38807039999962,4,2
0,Reject R2,43.388096000000836,24,2
0,R3 reward tone,43.39302399999649,38,3
0,R3 20% offer,43.39306239999831,42,3
0,SHARP Entry R3,43.612697599999606,67,3
0,SHARP Accept R3,43.711961599998176,68,3
0,Enter R3,43.84698879999667,35,3
0,SHARP Exit R3,44.8463871999979,69,3
0,SHARP Exit R3,44.97962240000069,69,3
0,SHARP Exit R3,45.84675840000063,69,3
0,SHARP Accept R3,48.316172799997034,68,3
0,Servo 3 open,48.88506879999488,5,3
0,R3 reward taken,51.12096000000089,40,3
0,SHARP Accept R3,54.22362879999727,68,3
0,Quit R3,54.624230399996044,37,3
0,SHARP Exit R3,54.69070080000162,69,3
0,Mouse in hall 4,54.75747839999944,45,4
0,Servo 3 closed,54.824409599997104,6,3
0,Reject R3,54.82443519999832,36,3
0,Mouse in offer zone 4,54.863475199997424,46,4
0,R4 reward tone,54.87052799999714,50,4
0,R4 80% offer,54.87059200000018,55,4
0,Servo 3 closed,54.87082239999622,6,3
0,Reject R3,54.870835199996826,36,3
0,SHARP Entry R4,55.13008639999479,70,4
0,SHARP Accept R4,55.19738879999518,71,4
0,Enter R4,55.33090559999645,47,4
0,SHARP Accept R4,57.132671999998394,71,4
0,SHARP Accept R4,57.29925119999796,71,4
0,SHARP Accept R4,58.100902400001885,71,4
0,Servo 4 open,58.352780799999834,7,4
0,SHARP Accept R4,59.66961919999868,71,4
0,SHARP Accept R4,60.970303999997675,71,4
0,SHARP Accept R4,62.30452479999512,71,4
0,SHARP Accept R4,62.40572159999609,71,4
0,SHARP Accept R4,62.505945599995556,71,4
0,R4 reward taken,65.20678400000185,52,4
0,Quit R4,67.97818879999966,49,4
0,SHARP Exit R4,68.24460799999535,72,4
0,Servo 4 closed,69.21278719999641,8,4
0,Reject R4,69.21281279999762,48,4
0,Mouse in offer zone 1,69.27411199999601,10,1
0,Servo 4 closed,69.27445759999752,8,4
0,Reject R4,69.27448319999874,48,4
0,R1 reward tone,69.27700479999929,14,1
0,R1 80% offer,69.27706879999488,19,1
0,SHARP Entry R1,71.04263679999858,61,1
0,SHARP Accept R1,72.00999679999799,62,1
0,Enter R1,72.24422399999946,11,1
0,SHARP Entry R1,72.37806080000102,61,1
0,SHARP Accept R1,72.77850879999995,62,1
0,SHARP Entry R1,72.91156480000168,61,1
0,SHARP Entry R1,73.07797760000079,61,1
0,SHARP Accept R1,73.14549759999663,62,1
0,SHARP Accept R1,73.24547839999944,62,1
0,SHARP Accept R1,74.14567679999769,62,1
0,Servo 1 open,75.26163199999928,1,1
0,Reject R1,75.34828799999505,12,1
0,Servo 1 closed,75.34867199999839,2,1
0,Reject R1,75.4817791999951,12,1
0,Servo 1 closed,75.48216319999844,2,1
0,SHARP Accept R1,75.74757119999826,62,1
0,Quit R1,75.88111360000075,13,1
0,SHARP Exit R1,75.9483519999981,63,1
0,Mouse in hall 2,75.9817471999973,21,2
0,Mouse in offer zone 2,76.05501439999789,22,2
0,R2 reward tone,76.05674239999802,26,2
0,R2 100% offer,76.05680640000105,32,2
0,SHARP Entry R2,76.32294399999827,64,2
0,SHARP Accept R2,76.4233471999988,65,2
0,SHARP Entry R2,76.58874880000204,64,2
0,Enter R2,76.58887680000066,23,2
0,SHARP Accept R2,77.15686400000006,65,2
0,SHARP Accept R2,77.22275840000063,65,2
0,SHARP Accept R2,77.32296959999948,65,2
0,SHARP Accept R2,77.42307840000093,65,2
0,SHARP Accept R2,77.49017599999905,65,2
0,SHARP Accept R2,77.55760639999806,65,2
0,Servo 2 open,77.60326399999857,3,2
0,SHARP Accept R2,77.69022720000147,65,2
0,SHARP Accept R2,77.79036159999669,65,2
0,SHARP Accept R2,77.85690879999846,65,2
0,SHARP Accept R2,77.95777279999852,65,2
0,SHARP Accept R2,78.19077120000124,65,2
0,SHARP Accept R2,78.3574143999964,65,2
0,R2 reward taken,78.94168320000172,28,2
0,SHARP Accept R2,82.562111999996,65,2
0,SHARP Accept R2,82.8633471999988,65,2
0,SHARP Accept R2,83.73070080000163,65,2
0,Quit R2,84.33062399999797,25,2
0,SHARP Exit R2,84.73212160000205,66,2
0,Mouse in hall 3,84.76536320000142,33,3
0,Mouse in offer zone 3,84.85858559999615,34,3
0,Servo 2 closed,84.8589952000007,4,2
0,Reject R2,84.85900800000131,24,2
0,R3 no-reward tone,84.85957119999826,39,3
0,R3 20% offer,84.85963520000129,42,3
0,Servo 2 closed,84.8598143999949,4,2
0,Reject R2,84.85982719999552,24,2
0,SHARP Entry R3,85.09167359999567,67,3
0,SHARP Accept R3,85.19242239999771,68,3
0,Enter R3,85.29226240000129,35,3
0,SHARP Accept R3,86.46000639999657,68,3
0,SHARP Accept R3,86.62696959999948,68,3
0,Quit R3,87.79566079999506,37,3
0,Servo 3 closed,87.96412160000204,6,3
0,Reject R3,87.96417279999703,36,3
0,Servo 3 closed,93.67025919999928,6,3
0,Reject R3,93.67028480000049,36,3
0,SHARP Accept R3,93.70227199999988,68,3
0,Enter R3,93.7023999999985,35,3
0,Quit R3,93.80194559999555,37,3
0,SHARP Exit R3,93.86854399999976,69,3
0,Mouse in hall 4,93.96826879999787,45,4
0,Mouse in offer zone 4,94.04152319999784,46,4
0,R4 reward tone,94.04439039999991,50,4
0,R4 100% offer,94.0444415999949,56,4
0,SHARP Entry R4,94.34245120000094,70,4
0,SHARP Accept R4,94.40817920000106,71,4
0,Enter R4,94.57483519999683,47,4
0,SHARP Exit R4,94.97507840000092,72,4
0,SHARP Exit R4,95.07686400000006,72,4
0,Servo 4 open,95.57711360000074,7,4
0,SHARP Exit R4,96.17653759999573,72,4
0,SHARP Exit R4,99.04620799999684,72,4
0,SHARP Exit R4,99.37953279999644,72,4
0,SHARP Exit R4,99.64739840000122,72,4
0,SHARP Accept R4,100.24787200000137,71,4
0,SHARP Accept R4,101.04837119999527,71,4
0,SHARP Accept R4,101.21533439999818,71,4
0,Servo 4 closed,103.15174399999529,8,4
0,Reject R4,103.15176959999651,48,4
0,Quit R4,103.25114880000055,49,4
0,SHARP Accept R4,103.35196159999818,71,4
0,Enter R4,103.35275519999861,47,4
0,Quit R4,103.81854720000177,49,4
0,SHARP Accept R4,106.78987519999593,71,4
0,Enter R4,106.95604479999841,47,4
0,Servo 4 closed,106.95665919999779,8,4
0,Reject R4,106.95672320000082,48,4
0,Quit R4,107.12197119999676,49,4
0,SHARP Entry R4,107.35653119999915,70,4
0,Mouse in hall 4,110.35472639999539,45,4
0,SHARP Exit R3,110.38856960000098,69,3
0,SHARP Accept R3,110.82115839999913,68,3
0,Enter R3,111.02202879999578,35,3
0,SHARP Exit R3,111.18791679999977,69,3
0,SHARP Accept R3,112.25591039999574,68,3
0,SHARP Accept R3,112.45692159999906,68,3
0,SHARP Accept R3,112.55658240000159,68,3
0,SHARP Accept R3,112.75678719999641,68,3
0,Quit R3,113.4910719999969,37,3
0,SHARP Entry R3,113.69117440000177,67,3
0,SHARP Entry R3,113.75875840000063,67,3
0,SHARP Exit R3,115.4939776000008,69,3
0,Mouse in hall 4,115.66067199999839,45,4
0,Mouse in offer zone 4,115.76611840000004,46,4
0,SHARP Entry R4,116.19901439999789,70,4
0,SHARP Accept R4,116.36591359999775,71,4
0,Enter R4,116.60025599999726,47,4
0,SHARP Exit R4,116.86617599999904,72,4
0,Quit R4,117.26731520000101,49,4
0,Enter R4,117.4356224000007,47,4
0,Quit R4,117.80087039999664,49,4
0,SHARP Exit R4,117.86812160000206,72,4
0,Mouse in offer zone 1,117.96218879999965,10,1
0,R1 reward tone,117.96257279999554,14,1
0,R1 100% offer,117.96261119999737,20,1
0,SHARP Entry R1,118.29653759999573,61,1
0,SHARP Exit R1,118.8633599999994,63,1
0,SHARP Entry R1,118.96334079999477,61,1
0,Mouse in hall 2,119.13013759999723,21,2
0,Reject R1,119.19705600000172,12,1
0,Servo 1 closed,119.19763199999929,2,1
0,Mouse in offer zone 2,119.27105279999971,22,2
0,R2 no-reward tone,119.27160319999605,27,2
0,R2 20% offer,119.27164159999788,30,2
0,Reject R1,119.2716671999991,12,1
0,Servo 1 closed,119.27203840000182,2,1
0,Servo 2 closed,120.30053119999916,4,2
0,Reject R2,120.30055680000036,24,2
0,Mouse in hall 2,120.3007871999964,21,2
0,SHARP Exit R1,120.39933439999818,63,1
0,SHARP Accept R1,120.53186559999735,62,1
0,Enter R1,120.60002560000122,11,1
0,Quit R1,124.26926079999656,13,1
0,Enter R1,124.40328959999978,11,1
0,Quit R1,125.67106560000032,13,1
0,Enter R1,127.14026240000129,11,1
0,Quit R1,127.23950079999864,13,1
0,Enter R1,127.27336959999799,11,1
0,SHARP Accept R1,127.33923839999736,62,1
0,Quit R1,127.60715519999712,13,1
0,SHARP Exit R1,127.87334399999678,63,1
0,Mouse in hall 2,128.00696319999545,21,2
0,Mouse in offer zone 2,128.0816128000021,22,2
0,Servo 2 closed,128.08186879999937,4,2
0,Reject R2,128.08188159999997,24,2
0,SHARP Entry R2,128.3820287999958,64,2
0,SHARP Accept R2,128.5480447999984,65,2
0,SHARP Entry R2,128.81460480000078,64,2
0,SHARP Entry R2,128.8819200000018,64,2
0,SHARP Entry R2,129.04869119999557,64,2
0,SHARP Entry R2,129.4493951999992,64,2
