,event_description,timestamp,event_code,restaurant,keyword
0,SHARP Entry R4,24.178316799998285,70,4,tentry
0,Quit R4,24.578086399994792,49,4,quit
0,SHARP Accept R4,24.91223039999604,71,4,enter
0,Enter R4,24.945471999995412,47,4,enter
0,Quit R4,25.545395199999213,49,4,quit
0,SHARP Accept R4,28.184691199995576,71,4,enter
0,SHARP Entry R4,31.686233599998058,70,4,tentry
0,SHARP Accept R4,31.785804799996317,71,4,enter
0,SHARP Entry R4,31.987289599999784,70,4,tentry
0,Enter R4,32.95458559999615,47,4,enter
0,SHARP Entry R4,33.020479999996724,70,4,tentry
0,SHARP Accept R4,33.020531199999155,71,4,enter
0,Quit R4,33.32208639999479,49,4,quit
0,SHARP Accept R4,36.69154559999704,71,4,enter
0,Enter R4,36.72467199999839,47,4,enter
0,SHARP Accept R4,37.792281599998475,71,4,enter
0,R1 0% offer,38.51603199999779,17,1,0_offer
0,Reject R1,38.51923200000078,12,1,reject
0,SHARP Accept R4,40.9960319999978,71,4,enter
0,Quit R4,45.30151679999381,49,4,quit
0,SHARP Entry R1,45.67720959999412,61,1,tentry
0,SHARP Accept R1,48.51864319999516,62,1,enter
0,Enter R1,48.61480959999561,11,1,enter
0,SHARP Accept R1,49.11416319999844,62,1,enter
0,SHARP Entry R1,49.11421439999342,61,1,tentry
0,SHARP Accept R1,49.28161279999465,62,1,enter
0,Quit R1,59.72692479999363,13,1,quit
0,R2 100% offer,59.91667199999839,32,2,100_offer
0,SHARP Entry R2,60.21011199999601,64,2,tentry
0,SHARP Accept R2,60.31055359999836,65,2,enter
0,Enter R2,60.41087999999523,23,2,enter
0,Servo 2 open,61.418291199997064,3,2,servo open
0,R2 reward taken,62.57699839999527,28,2,taken
0,SHARP Accept R2,66.55220479999483,65,2,enter
0,Quit R2,66.68501759999991,25,2,quit
0,Reject R2,66.77868799999356,24,2,reject
0,R3 100% offer,66.78242559999973,44,3,100_offer
0,SHARP Entry R3,66.97923839999736,67,3,tentry
0,SHARP Accept R3,67.07736319999397,68,3,enter
0,Enter R3,67.14435839999467,35,3,enter
0,Servo 3 open,68.16083199999481,5,3,servo open
0,R3 reward taken,71.92531199999898,40,3,taken
0,SHARP Accept R3,81.09123839999735,68,3,enter
0,Quit R3,82.22618879999965,37,3,quit
0,Reject R3,82.46056959999353,36,3,reject
0,R4 100% offer,82.51440639999508,56,4,100_offer
0,SHARP Entry R4,82.77708799999952,70,4,tentry
0,SHARP Accept R4,82.84381439999491,71,4,enter
0,Enter R4,82.94330879999697,47,4,enter
0,Servo 4 open,83.962739199996,7,4,servo open
0,R4 reward taken,85.12048640000076,52,4,taken
0,Quit R4,89.35078399999439,49,4,quit
0,Reject R4,89.55187199999392,48,4,reject
0,R1 20% offer,89.56381439999491,18,1,20_offer
0,SHARP Entry R1,89.79416319999844,61,1,tentry
0,SHARP Accept R1,89.89870079999417,62,1,enter
0,Enter R1,89.99825919999927,11,1,enter
0,SHARP Accept R1,93.13144319999964,62,1,enter
0,R1 no-reward tone,95.0702848000005,15,1,noreward
0,SHARP Accept R1,96.30181120000034,62,1,enter
0,SHARP Entry R1,102.51051519999653,61,1,tentry
0,Quit R1,102.61135359999537,13,1,quit
0,Reject R1,104.60163839999586,12,1,reject
0,SHARP Accept R4,107.50557440000027,71,4,enter
0,Enter R4,107.60605439999699,47,4,enter
0,SHARP Accept R4,112.31018239999563,71,4,enter
0,Quit R4,112.81318400000036,49,4,quit
0,SHARP Entry R4,112.97839359999448,70,4,tentry
0,SHARP Accept R3,113.49460480000079,68,3,enter
0,Enter R3,113.5614591999948,35,3,enter
0,Quit R3,118.30200319999456,37,3,quit
0,Enter R3,119.40211199999601,35,3,enter
0,SHARP Accept R3,122.20570879999548,68,3,enter
0,Quit R3,122.3384447999969,37,3,quit
0,SHARP Entry R4,122.72511999999732,70,4,tentry
0,SHARP Accept R4,122.89218559999765,71,4,enter
0,Enter R4,122.98894079999626,47,4,enter
0,Quit R4,126.02826239999384,49,4,quit
0,Reject R1,126.10566399999708,12,1,reject
0,SHARP Entry R1,126.37199359999597,61,1,tentry
0,SHARP Accept R1,126.50444799999893,62,1,enter
0,Enter R1,126.57118719999492,11,1,enter
0,SHARP Entry R1,126.73583359999955,61,1,tentry
0,SHARP Accept R1,135.9814399999976,62,1,enter
0,Quit R1,136.21413120000065,13,1,quit
0,R2 20% offer,136.3337087999955,30,2,20_offer
0,SHARP Entry R2,136.7324415999949,64,2,tentry
0,SHARP Accept R2,136.83470079999418,65,2,enter
0,Enter R2,136.93157119999825,23,2,enter
0,Servo 2 open,141.9465471999943,3,2,servo open
0,R2 reward taken,143.25094399999827,28,2,taken
0,SHARP Accept R2,144.03951359999925,65,2,enter
0,Quit R2,148.07815679999442,25,2,quit
0,Reject R2,148.23596799999476,24,2,reject
0,R3 0% offer,148.23637759999932,41,3,0_offer
0,SHARP Entry R3,148.53731839999557,67,3,tentry
0,SHARP Accept R3,148.6374399999976,68,3,enter
0,Enter R3,148.73928959999978,35,3,enter
0,Quit R3,149.1460095999986,37,3,quit
0,Reject R3,149.53734399999678,36,3,reject
0,R4 100% offer,149.62169599999487,56,4,100_offer
0,SHARP Entry R4,149.8858495999947,70,4,tentry
0,SHARP Accept R4,149.9531263999939,71,4,enter
0,Enter R4,150.08895999999345,47,4,enter
0,Servo 4 open,151.1056767999977,7,4,servo open
0,R4 reward taken,152.19331839999558,52,4,taken
0,Reject R4,154.02561279999466,48,4,reject
0,SHARP Accept R4,154.65818879999966,71,4,enter
