48339305.1392 25 
48339305.2672 13 
48339305.7152 37 
48339305.1392 49 
48566979.904 47 
48567381.824 71 
48568281.5232 72 
48568347.968 9 
48568749.4912 70 
48572118.9248 49 
48572326.1312 10 
48572381.7984 14 
48572389.1456 19 
48572519.9872 9 
48572520.2176 12 
48572521.2288 2 
48572822.4384 61 
48573024.192 62 
48573155.6352 11 
48576927.6544 61 
48576995.0592 62 
48577294.912 61 
48577395.2384 61 
48577827.2256 62 
48577927.2448 61 
48579830.9376 61 
48579929.8048 61 
48580530.6496 61 
48580698.2784 61 
48582232.896 61 
48584734.8096 62 
48585002.816 62 
48585369.9968 62 
48586570.6496 62 
48587005.7216 62 
48587305.9072 62 
48588374.7584 62 
48588673.344 62 
48589308.1088 61 
48589407.6288 61 
48589507.9936 61 
48589944.8832 61 
48590609.4976 62 
48592279.232 13 
48592311.2704 63 
48592378.9696 21 
48592535.3088 22 
48592539.2384 12 
48592539.776 2 
48592546.0352 27 
48592546.0992 30 
48593202.4448 64 
48593469.056 65 
48593903.4112 64 
48593969.7792 23 
48594804.1216 65 
48599036.1984 27 
48604014.7072 65 
48606083.84 65 
48608253.1072 65 
48609021.0176 25 
48609656.384 64 
48610466.624 4 
48610466.6624 24 
48610466.7008 21 
48610533.0304 63 
48610565.824 61 
48610698.0736 61 
48610698.368 10 
48610732.1856 62 
48610898.7648 61 
48610932.2752 11 
48611065.4592 61 
48613467.6864 61 
48623713.1904 61 
48641933.8624 61 
48642166.9632 61 
48642401.9456 61 
48643302.8224 61 
48649244.2624 61 
48649876.1088 61 
48650209.5744 62 
48650209.6128 61 
48650276.416 61 
48650543.5904 61 
48651778.8672 61 
48652112.0768 61 
48652279.296 61 
48652446.016 61 
48652646.3232 61 
48652812.9152 61 
48652912.9088 61 
48653079.6928 61 
48653246.9248 61 
48653314.24 61 
48653780.48 61 
48654481.5104 61 
48654981.7856 61 
48655184.0256 61 
48655783.3984 61 
48657551.5008 61 
48658553.344 61 
48658720.8832 61 
48658920.6144 61 
48659193.472 61 
48659254.1952 61 
48666062.7968 61 
48666161.6384 61 
48666227.904 61 
48666428.1344 61 
48666562.1632 61 
48666796.0192 61 
48667196.3264 61 
48667295.936 61 
48667528.9472 61 
48667629.6832 61 
48667730.3808 61 
48667797.1072 61 
48669365.0048 61 
48669564.7104 61 
48669765.0304 61 
48681213.0304 61 
48681279.7952 61 
48681412.5056 61 
48681548.7616 61 
48681713.8432 61 
48681780.5184 61 
48681879.0912 61 
48681946.0864 61 
48682213.5552 61 
48683448.1792 61 
48683582.848 61 
48688220.3392 61 
48689554.6496 61 
48689621.4528 61 
48689854.6304 61 
48690555.8016 61 
48690656.7424 61 
48690723.008 61 
48692924.8896 61 
48693125.4784 61 
48693425.92 62 
48693526.4384 61 
48694093.9776 61 
48694626.6496 13 
48694660.2496 63 
48694861.3248 21 
48695352.7936 22 
48695353.1136 4 
48695353.1392 24 
48697722.368 64 
48697921.8944 65 
48698322.2912 64 
48698322.5216 23 
48698623.5136 64 
48698723.2768 64 
48702260.0704 65 
48702394.496 65 
48702493.5424 65 
48702561.024 65 
48702727.6672 65 
48703628.2496 65 
48703895.1168 65 
48705363.712 65 
48705664.6912 65 
48705863.9104 65 
48706030.9632 65 
48706399.1424 65 
48706802.0096 65 
48707633.2672 65 
48709568.0384 65 
48709835.1488 65 
48710502.6688 65 
48710870.8608 65 
48711271.232 65 
48712705.1776 65 
48714974.3872 65 
48715875.5968 65 
48716043.6736 65 
48716176.2304 65 
48716276.7744 65 
48716576.576 65 
48721315.52 65 
48721816.256 25 
48721882.304 64 
48722626.944 21 
48722692.864 63 
48722725.504 61 
48722793.5744 61 
48722859.0464 62 
48722859.1104 61 
48723660.3776 11 
48724059.9168 61 
48724394.24 61 
48725361.792 62 
48725462.592 62 
48725696.4864 62 
48725962.6752 62 
48726096.0128 62 
48736410.368 61 
48737108.9024 61 
48737175.2192 61 
48737609.6896 61 
48737743.0912 61 
48737843.1104 61 
48738010.5984 61 
48738411.328 61 
48751725.9008 61 
48752593.2032 61 
48763271.8208 61 
48763372.4416 61 
48763572.2624 61 
48764073.4976 61 
48764173.0432 61 
48764472.5632 61 
48764606.5152 61 
48764940.736 61 
48765041.8816 61 
48765140.3008 61 
48765273.9712 61 
48765341.8496 61 
48766209.3952 61 
48766475.072 61 
48767309.5424 61 
48767644.2752 61 
48767744.1664 61 
48767810.2272 61 
48768044.2368 61 
48768878.2592 61 
48769746.048 61 
48769913.2544 61 
48770513.152 61 
48770782.2208 61 
48770914.8544 61 
48774283.968 61 
48774317.3376 62 
48775084.6208 61 
48775185.1776 61 
48775452.1216 61 
48775553.216 61 
48775987.1616 13 
48776053.2224 63 
48776288.448 21 
48776511.7952 22 
48777779.4944 64 
48778013.9136 65 
48778413.3248 64 
48778447.168 23 
48778482.8288 64 
48778546.88 64 
48780182.9248 65 
48780348.9408 65 
48780483.2768 65 
48780549.4144 65 
48780683.0592 65 
48823231.6672 65 
48823364.9536 65 
48826068.1216 64 
48826167.872 25 
48827011.136 21 
48827077.8112 63 
48827344.9216 62 
48827545.3696 11 
48837822.9632 62 
48839926.208 61 
48840059.8144 13 
48841126.7456 62 
48841226.752 62 
48841394.4576 62 
48841494.464 62 
48841794.3296 62 
48841860.9024 62 
48842624.8704 9 
48842724.6208 72 
48842924.992 71 
48843192.9728 47 
48843592.8064 72 
48852069.5168 71 
48852736.5248 71 
48852970.3168 71 
48853104.5504 71 
48853371.6096 72 
48853470.1952 72 
48853537.8432 72 
48853737.7664 72 
48853838.0928 72 
48854038.5024 72 
48854706.624 49 
48854738.4064 72 
48854772.2368 9 
48854943.0272 10 
48855376.896 61 
48855777.216 62 
48856077.0816 11 
48856278.1824 61 
48856944.6912 62 
48856978.624 61 
48857579.4176 61 
48857712.6144 61 
48857779.9296 61 
48858079.9872 61 
48858179.6224 61 
48859515.2512 61 
48859581.4528 61 
48859814.912 61 
48859948.288 61 
48860082.56 61 
48860715.776 61 
48860783.3216 61 
48870660.7616 62 
48871027.8784 13 
48871094.144 63 
48871162.368 21 
48871286.208 22 
48871920.1024 64 
48872188.416 65 
48872622.272 23 
48872787.392 64 
48873789.2608 65 
48874223.1424 65 
48874322.7904 65 
48874457.3312 65 
48874757.0944 65 
48874923.1616 65 
48875157.6704 65 
48875258.0096 65 
48875323.8272 65 
48875491.4816 65 
48875624.3072 65 
48875791.6544 65 
48876627.776 65 
48876825.92 65 
48877326.72 65 
48877727.3472 65 
48878662.4384 65 
48879562.6752 65 
48879862.4768 65 
48880062.528 65 
48880129.8688 65 
48880263.3344 65 
48880363.4176 65 
48880597.44 65 
48880697.6384 65 
48880797.0176 65 
48881431.424 65 
48881866.1632 65 
48916805.4016 65 
48917339.0976 25 
48917405.7344 64 
48918114.6496 21 
48918181.4912 63 
48918315.3024 61 
48918448.6528 62 
48918514.9056 61 
48918748.416 63 
48918850.6368 11 
48919516.5184 61 
48919617.4848 61 
48919785.6256 61 
48920286.3104 61 
48921185.5232 62 
48922453.3632 61 
48922657.2672 61 
48922887.1936 61 
48925222.5152 61 
48926157.6576 61 
48927259.3408 61 
48927693.0688 62 
48927759.104 62 
48927959.3856 62 
48928559.616 61 
48928660.096 61 
48928792.96 61 
48928927.1808 61 
48929127.3984 61 
48929293.8496 61 
48929494.1952 61 
48929560.5888 61 
48929795.0208 61 
48937370.3552 61 
48938037.0816 61 
48938973.6448 62 
48940907.5328 61 
48942409.792 61 
48944177.8944 61 
48944379.0592 61 
48944479.4112 61 
48963499.8912 61 
48964133.696 61 
48989096.6784 61 
48989197.0048 61 
48990096.5632 61 
49006248.6016 61 
49006482.0608 61 
49007218.5472 61 
49007351.0528 61 
49008384.2304 61 
49008785.3824 61 
49008851.8656 61 
49008918.9632 61 
49010419.9808 61 
49010653.6064 61 
49010753.1264 61 
49010987.0464 61 
49011087.3984 61 
49011287.296 61 
49011421.6832 61 
49011488.1792 61 
49011754.8416 61 
49011954.8416 61 
49012154.8544 61 
49012222.8608 61 
49028374.72 61 
49028574.208 61 
49028741.2736 61 
49028807.5904 62 
49028908.0448 61 
49029008.1792 61 
49029241.3312 13 
49030370.8416 9 
49030471.4624 72 
49030737.4336 71 
49031004.8512 47 
49041784.3456 71 
49042117.2992 71 
49042285.6832 71 
49042485.632 71 
49042617.4592 71 
49044953.344 71 
49046123.5072 49 
49046155.3792 72 
49046257.0112 9 
49049060.4288 9 
49049125.952 9 
49049326.08 9 
49049393.28 9 
49049561.5616 9 
49049793.7152 9 
49049859.5968 9 
49049995.2256 9 
49050127.1168 9 
49050226.6112 9 
49050395.6352 9 
49050460.5056 9 
49050529.7664 9 
49050794.1888 9 
49050929.5616 9 
49061806.2208 70 
49063708.4672 69 
