,event_description,timestamp,event_code,restaurant,keyword
0,R1 0% offer,16.209574399992825,17,1,0_offer
0,Reject R1,16.212070399999618,12,1,reject
0,SHARP Entry R1,16.630540799997746,61,1,tentry
0,SHARP Accept R1,16.79519999999553,62,1,enter
0,Enter R1,16.897100800000132,11,1,enter
0,SHARP Accept R1,17.429798399999736,62,1,enter
0,Quit R1,23.236351999998092,13,1,quit
0,Reject R1,23.336524799995125,12,1,reject
0,R2 0% offer,23.364710399992763,29,2,0_offer
0,SHARP Entry R2,23.623219200000168,64,2,tentry
0,SHARP Accept R2,23.69038079999387,65,2,enter
0,Enter R2,23.82350079999864,23,2,enter
0,SHARP Accept R2,24.157631999999285,65,2,enter
0,SHARP Accept R4,27.003942399993537,71,4,enter
0,R4 100% offer,38.357119999997316,56,4,100_offer
0,SHARP Entry R4,38.58764799999446,70,4,tentry
0,SHARP Accept R4,38.651404799997806,71,4,enter
0,Enter R4,38.75083519999683,47,4,enter
0,Servo 4 open,39.773196799993514,7,4,servo open
0,SHARP Accept R4,44.8909824000001,71,4,enter
0,Quit R4,45.25815039999783,49,4,quit
0,Reject R4,45.39189759999513,48,4,reject
0,SHARP Accept R2,28.230003199994563,65,2,enter
0,Quit R2,29.66417919999361,25,2,quit
0,Reject R2,29.764787199996412,24,2,reject
0,R3 100% offer,29.806681599996985,44,3,100_offer
0,SHARP Entry R3,30.064780799999834,67,3,tentry
0,SHARP Accept R3,30.166604799993337,68,3,enter
0,Enter R3,30.298790399998428,35,3,enter
0,SHARP Entry R3,30.464934399999677,67,3,tentry
0,Servo 3 open,31.308377599999307,5,3,servo open
0,SHARP Accept R3,32.001369599998,68,3,enter
0,R3 reward taken,32.80953599999845,40,3,taken
0,Quit R3,38.040511999994514,37,3,quit
0,Reject R3,38.30766079999506,36,3,reject
0,R1 0% offer,45.39564799999446,17,1,0_offer
0,SHARP Entry R1,45.66183679999411,61,1,tentry
0,SHARP Accept R1,45.761561599999666,62,1,enter
0,Enter R1,45.82901759999991,11,1,enter
0,SHARP Accept R1,51.60183039999753,62,1,enter
0,Quit R1,51.73519359999895,13,1,quit
0,Reject R1,51.82301439999789,12,1,reject
0,R2 0% offer,51.823833599999546,29,2,0_offer
0,SHARP Entry R2,52.056166399993,64,2,tentry
0,SHARP Accept R2,52.1580671999976,65,2,enter
0,Enter R2,52.22410239999741,23,2,enter
0,SHARP Accept R2,52.4576895999983,65,2,enter
0,Reject R2,57.56259839999676,24,2,reject
0,Quit R2,58.6301439999938,25,2,quit
0,Enter R2,59.30225919999927,23,2,enter
0,Reject R2,59.53651199999452,24,2,reject
0,SHARP Accept R2,59.99839999999851,65,2,enter
0,Quit R2,60.23170559999347,25,2,quit
0,SHARP Accept R4,55.76997119999677,71,4,enter
0,SHARP Accept R4,57.80579839999974,71,4,enter
0,SHARP Accept R4,58.70641919999569,71,4,enter
0,R3 0% offer,60.333388799995184,41,3,0_offer
0,SHARP Entry R3,60.59930879999697,67,3,tentry
0,SHARP Accept R3,60.7003647999987,68,3,enter
0,Enter R3,60.83325439999997,35,3,enter
0,SHARP Entry R3,60.96765439999849,67,3,tentry
0,SHARP Accept R3,65.90623999999464,68,3,enter
0,Quit R3,66.10727679999918,37,3,quit
0,Reject R3,66.20796159999817,36,3,reject
0,SHARP Accept R4,60.34223359999806,71,4,enter
0,SHARP Accept R4,61.54298879999667,71,4,enter
0,R4 100% offer,66.21578239999711,56,4,100_offer
0,SHARP Accept R4,66.28188159999996,71,4,enter
0,SHARP Entry R4,66.51571199999749,70,4,tentry
0,Enter R4,66.71555839999765,47,4,enter
0,Servo 4 open,67.71745279999823,7,4,servo open
0,Quit R4,73.49018879999966,49,4,quit
0,Reject R4,73.5911039999947,48,4,reject
0,R1 0% offer,73.5947519999966,17,1,0_offer
0,SHARP Entry R1,73.92780799999834,61,1,tentry
0,SHARP Accept R1,74.02815999999642,62,1,enter
0,Enter R1,74.12730879999697,11,1,enter
0,Quit R1,76.6970623999983,13,1,quit
0,Reject R1,76.81767679999768,12,1,reject
0,SHARP Accept R4,73.75672319999337,71,4,enter
0,R2 0% offer,76.8185215999931,29,2,0_offer
0,SHARP Entry R2,77.18469119999558,64,2,tentry
0,SHARP Accept R2,77.28451839999855,65,2,enter
0,Enter R2,77.4184191999957,23,2,enter
0,SHARP Accept R2,78.38618879999966,65,2,enter
0,SHARP Entry R2,80.62154239999504,64,2,tentry
0,Quit R2,80.6554367999956,25,2,quit
0,SHARP Accept R4,76.92761599999666,71,4,enter
0,SHARP Accept R4,77.49448959999532,71,4,enter
0,SHARP Accept R4,78.5291263999939,71,4,enter
0,SHARP Accept R4,79.76376319999993,71,4,enter
0,SHARP Accept R4,80.69817599999905,71,4,enter
0,R3 0% offer,81.85923839999735,41,3,0_offer
0,SHARP Entry R3,82.22446079999953,67,3,tentry
0,SHARP Accept R3,82.29079039999843,68,3,enter
0,Enter R3,82.55770879999548,35,3,enter
0,Quit R3,86.53050879999995,37,3,quit
0,Reject R3,86.60623359999806,36,3,reject
0,SHARP Accept R4,81.8660991999954,71,4,enter
0,SHARP Accept R4,82.63348479999601,71,4,enter
0,R4 100% offer,86.6066943999976,56,4,100_offer
0,SHARP Accept R4,86.70476799999922,71,4,enter
0,SHARP Entry R4,86.90493439999968,70,4,tentry
0,Enter R4,87.1387519999966,47,4,enter
0,Servo 4 open,88.14030079999566,7,4,servo open
0,Quit R4,93.11211519999802,49,4,quit
0,Reject R4,93.21734399999679,48,4,reject
0,SHARP Accept R4,93.47898879999667,71,4,enter
0,R1 100% offer,93.21789439999313,20,1,100_offer
0,SHARP Entry R1,93.54942719999701,61,1,tentry
0,SHARP Accept R1,93.68321279999614,62,1,enter
0,Enter R1,93.81698559999467,11,1,enter
0,Servo 1 open,94.81891839999706,1,1,servo open
0,SHARP Accept R1,98.98931199999899,62,1,enter
0,SHARP Entry R1,99.65646079999954,61,1,tentry
0,SHARP Accept R4,93.84701439999789,71,4,enter
0,SHARP Accept R4,95.04764159999787,71,4,enter
0,SHARP Accept R4,99.68639999999851,71,4,enter
0,SHARP Accept R1,100.32366079999507,62,1,enter
0,SHARP Entry R1,100.35703039999306,61,1,tentry
0,SHARP Accept R1,100.45722879999876,62,1,enter
0,SHARP Entry R1,100.59148799999804,61,1,tentry
0,SHARP Accept R1,101.59185919999331,62,1,enter
0,Quit R1,101.8594047999978,13,1,quit
0,Reject R1,101.95907839999347,12,1,reject
0,SHARP Accept R4,100.6547199999988,71,4,enter
0,R2 100% offer,101.98053119999915,32,2,100_offer
0,SHARP Entry R2,102.34638079999387,64,2,tentry
0,SHARP Accept R2,102.44686079999805,65,2,enter
0,Enter R2,102.54777599999309,23,2,enter
0,Servo 2 open,103.54937599999458,3,2,servo open
0,R2 reward taken,104.75411199999601,28,2,taken
0,SHARP Accept R2,107.05251839999855,65,2,enter
0,SHARP Accept R4,102.68949759999663,71,4,enter
0,SHARP Accept R4,103.59033599999547,71,4,enter
0,SHARP Accept R4,105.02551039999723,71,4,enter
0,SHARP Accept R4,107.09480959999561,71,4,enter
0,SHARP Accept R2,107.8863743999973,65,2,enter
0,Quit R2,108.41996799999475,25,2,quit
0,Reject R2,108.58778879999369,24,2,reject
0,SHARP Accept R4,107.96218879999965,71,4,enter
0,R3 0% offer,108.62356479999423,41,3,0_offer
0,SHARP Entry R3,108.95477759999781,67,3,tentry
0,SHARP Accept R3,109.02167039999365,68,3,enter
0,Enter R3,109.22328319999576,35,3,enter
0,Quit R3,111.52439039999992,37,3,quit
0,Reject R3,111.65895679999888,36,3,reject
0,SHARP Accept R4,109.29693439999969,71,4,enter
0,R4 100% offer,111.66776319999992,56,4,100_offer
0,SHARP Accept R4,111.73448959999531,71,4,enter
0,SHARP Entry R4,111.93500159999728,70,4,tentry
0,Enter R4,112.06979839999974,47,4,enter
0,Servo 4 open,113.08299519999325,7,4,servo open
0,Quit R4,116.67207679999619,49,4,quit
0,Reject R4,116.77308159999549,48,4,reject
0,SHARP Accept R4,116.972684799999,71,4,enter
0,R1 100% offer,116.77735679999739,20,1,100_offer
0,SHARP Entry R1,117.07640319999308,61,1,tentry
