trial_index,tone_onset,tone_prob,restaurant,T_Entry,choice,accept,outcome,reward,quit,collection,trial_end,exit,lapIndex,blockIndex,comment
1,5.535577600002289,0,1,5.711603200003505,5.848166400000453,1,,0,9.621273599997163,,9.621273599997163,9.781209600001574,0,1,animal accepted but quit before outcome revealed
2,9.823436800003051,0,2,10.082803199999034,10.148479999996722,1,,0,15.921561599999666,,15.921561599999666,16.13021440000087,0,1,animal accepted but quit before outcome revealed
3,16.14508799999952,0,3,16.385932800002397,16.52239360000193,1,,0,20.358105599999426,,20.358105599999426,20.427302400000393,0,1,animal accepted but quit before outcome revealed
4,20.534617600001393,100,4,20.796851199999452,20.863731200002135,1,22.005568000003695,1,,23.71267840000242,23.71267840000242,30.277196800000965,0,1,"accepted, waited, rewarded, and collected"
5,30.278195200003683,0,1,30.50909440000355,30.645529600001872,1,,0,36.445196800000964,,36.445196800000964,36.445196800000964,1,1,animal accepted but quit before outcome revealed
6,36.61646079999954,0,2,36.984908799998465,37.08147200000286,1,,0,41.254259199999275,,41.254259199999275,41.254259199999275,1,1,animal accepted but quit before outcome revealed
7,41.449318400003015,100,3,41.817728000000116,41.94888960000127,1,43.12751359999925,1,,51.37036800000072,51.37036800000072,63.34058240000159,1,1,"accepted, waited, rewarded, and collected"
8,63.378931199997666,100,4,63.64543999999761,63.71189760000259,1,64.85893119999767,1,,66.06387200000137,66.06387200000137,75.25949440000207,1,1,"accepted, waited, rewarded, and collected"
9,75.26273279999941,100,1,75.52261119999737,75.62383359999954,1,76.72618240000307,1,,77.91059200000018,77.91059200000018,89.33967360000312,2,1,"accepted, waited, rewarded, and collected"
10,89.40560639999806,100,2,89.84519680000096,89.93863679999858,1,91.10986240000278,1,,92.43265280000121,92.43265280000121,101.3836799999997,2,1,"accepted, waited, rewarded, and collected"
11,101.3839871999994,100,3,101.71910400000215,101.85241600000113,1,103.05936640000343,1,,104.23811840000003,104.23811840000003,110.49943039999903,2,1,"accepted, waited, rewarded, and collected"
12,110.5722752000019,100,4,110.83290879999846,110.90111999999732,1,112.01047039999813,1,,113.28281599999964,113.28281599999964,124.91301120000333,2,1,"accepted, waited, rewarded, and collected"
13,124.91348480000347,0,1,125.14609920000285,125.28083200000226,1,,0,129.91723520000278,,129.91723520000278,130.01836800000072,3,1,animal accepted but quit before outcome revealed
14,130.0533376000002,100,2,130.58502399999648,130.71952639999986,1,131.88837120000272,1,,133.00675840000062,133.00675840000062,140.56784640000015,3,1,"accepted, waited, rewarded, and collected"
