,event_description,timestamp,event_code,restaurant,keyword
0,Quit R4,5.486719999998808,49,4,quit
0,R1 0% offer,5.535577600002289,17,1,0_offer
0,SHARP Entry R1,5.711603200003505,61,1,tentry
0,SHARP Accept R1,5.848166400000453,62,1,enter
0,Enter R1,5.914035199999809,11,1,enter
0,SHARP Accept R1,8.781145599998533,62,1,enter
0,Quit R1,9.621273599997163,13,1,quit
0,Reject R1,9.781209600001574,12,1,reject
0,R2 0% offer,9.823436800003051,29,2,0_offer
0,SHARP Entry R2,10.082803199999034,64,2,tentry
0,SHARP Accept R2,10.148479999996722,65,2,enter
0,Enter R2,10.350425599999726,23,2,enter
0,SHARP Accept R2,15.7254143999964,65,2,enter
0,Quit R2,15.921561599999666,25,2,quit
0,Reject R2,16.13021440000087,24,2,reject
0,R3 0% offer,16.14508799999952,41,3,0_offer
0,SHARP Entry R3,16.385932800002397,67,3,tentry
0,SHARP Accept R3,16.52239360000193,68,3,enter
0,Enter R3,16.689446400001646,35,3,enter
0,SHARP Accept R3,20.09231360000372,68,3,enter
0,Quit R3,20.358105599999426,37,3,quit
0,Reject R3,20.427302400000393,36,3,reject
0,R4 100% offer,20.534617600001393,56,4,100_offer
0,SHARP Entry R4,20.796851199999452,70,4,tentry
0,SHARP Accept R4,20.863731200002135,71,4,enter
0,Enter R4,20.996236800000073,47,4,enter
0,Servo 4 open,22.005568000003695,7,4,servo open
0,R4 reward taken,23.71267840000242,52,4,taken
0,SHARP Accept R4,29.54337280000001,71,4,enter
0,Quit R4,30.007257600001992,49,4,quit
0,Reject R4,30.277196800000965,48,4,reject
0,R1 0% offer,30.278195200003683,17,1,0_offer
0,SHARP Entry R1,30.50909440000355,61,1,tentry
0,SHARP Accept R1,30.645529600001872,62,1,enter
0,SHARP Entry R1,30.80467199999839,61,1,tentry
0,Enter R1,30.804940800003706,11,1,enter
0,Reject R1,35.210803199999035,12,1,reject
0,SHARP Accept R1,35.78457599999756,62,1,enter
0,Quit R1,36.445196800000964,13,1,quit
0,R2 0% offer,36.61646079999954,29,2,0_offer
0,SHARP Entry R2,36.984908799998465,64,2,tentry
0,SHARP Accept R2,37.08147200000286,65,2,enter
0,Enter R2,37.247833599999545,23,2,enter
0,SHARP Accept R2,38.38015999999642,65,2,enter
0,Reject R2,40.048947200000285,24,2,reject
0,SHARP Accept R2,40.884966399997474,65,2,enter
0,Quit R2,41.254259199999275,25,2,quit
0,R3 100% offer,41.449318400003015,44,3,100_offer
0,SHARP Entry R3,41.817728000000116,67,3,tentry
0,SHARP Accept R3,41.94888960000127,68,3,enter
0,Enter R3,42.11562240000069,35,3,enter
0,Servo 3 open,43.12751359999925,5,3,servo open
0,R3 reward taken,51.37036800000072,40,3,taken
0,SHARP Accept R3,61.571391999997196,68,3,enter
0,Quit R3,63.20696320000291,37,3,quit
0,Reject R3,63.34058240000159,36,3,reject
0,R4 100% offer,63.378931199997666,56,4,100_offer
0,SHARP Entry R4,63.64543999999761,70,4,tentry
0,SHARP Accept R4,63.71189760000259,71,4,enter
0,Enter R4,63.845747199997305,47,4,enter
0,Servo 4 open,64.85893119999767,7,4,servo open
0,R4 reward taken,66.06387200000137,52,4,taken
0,SHARP Accept R4,74.65706239999831,71,4,enter
0,Quit R4,75.12545279999823,49,4,quit
0,Reject R4,75.25949440000207,48,4,reject
0,R1 100% offer,75.26273279999941,20,1,100_offer
0,SHARP Entry R1,75.52261119999737,61,1,tentry
0,SHARP Accept R1,75.62383359999954,62,1,enter
0,Enter R1,75.72366080000252,11,1,enter
0,Servo 1 open,76.72618240000307,1,1,servo open
0,R1 reward taken,77.91059200000018,16,1,taken
0,SHARP Accept R1,81.06438400000334,62,1,enter
0,Quit R1,88.50522879999876,13,1,quit
0,Reject R1,89.33967360000312,12,1,reject
0,R2 100% offer,89.40560639999806,32,2,100_offer
0,SHARP Entry R2,89.84519680000096,64,2,tentry
0,SHARP Accept R2,89.93863679999858,65,2,enter
0,Enter R2,90.10781440000235,23,2,enter
0,Servo 2 open,91.10986240000278,3,2,servo open
0,R2 reward taken,92.43265280000121,28,2,taken
0,SHARP Accept R2,95.81340160000325,65,2,enter
0,Quit R2,100.95196159999817,25,2,quit
0,Reject R2,101.3836799999997,24,2,reject
0,R3 100% offer,101.3839871999994,44,3,100_offer
0,SHARP Entry R3,101.71910400000215,67,3,tentry
0,SHARP Accept R3,101.85241600000113,68,3,enter
0,Enter R3,102.05390079999715,35,3,enter
0,SHARP Entry R3,102.15362560000271,67,3,tentry
0,Servo 3 open,103.05936640000343,5,3,servo open
0,R3 reward taken,104.23811840000003,40,3,taken
0,Quit R3,109.96643840000033,37,3,quit
0,Reject R3,110.49943039999903,36,3,reject
0,R4 100% offer,110.5722752000019,56,4,100_offer
0,SHARP Entry R4,110.83290879999846,70,4,tentry
0,SHARP Accept R4,110.90111999999732,71,4,enter
0,Enter R4,111.00142080000043,47,4,enter
0,Servo 4 open,112.01047039999813,7,4,servo open
0,R4 reward taken,113.28281599999964,52,4,taken
0,Quit R4,124.7150080000013,49,4,quit
0,Reject R4,124.91301120000333,48,4,reject
0,R1 0% offer,124.91348480000347,17,1,0_offer
0,SHARP Entry R1,125.14609920000285,61,1,tentry
0,SHARP Accept R1,125.28083200000226,62,1,enter
0,Enter R1,125.41541120000184,11,1,enter
0,SHARP Accept R1,129.55152639999986,62,1,enter
0,Quit R1,129.91723520000278,13,1,quit
0,Reject R1,130.01836800000072,12,1,reject
0,R2 100% offer,130.0533376000002,32,2,100_offer
0,SHARP Entry R2,130.58502399999648,64,2,tentry
0,SHARP Accept R2,130.71952639999986,65,2,enter
0,Enter R2,130.88654079999776,23,2,enter
0,Servo 2 open,131.88837120000272,3,2,servo open
0,R2 reward taken,133.00675840000062,28,2,taken
0,SHARP Accept R2,139.57176319999994,65,2,enter
0,Quit R2,140.39816960000246,25,2,quit
0,Reject R2,140.56784640000015,24,2,reject
0,R3 100% offer,140.59782400000094,44,3,100_offer
0,SHARP Entry R3,140.89498879999667,67,3,tentry
