,event_description,timestamp,event_code,restaurant
0,Mouse in offer zone 1,5.455462399996817,10,1
0,Quit R4,5.486719999998808,49,4
0,R1 no-reward tone,5.530918399997056,15,1
0,R1 0% offer,5.535577600002289,17,1
0,SHARP Entry R1,5.711603200003505,61,1
0,SHARP Accept R1,5.848166400000453,62,1
0,Enter R1,5.914035199999809,11,1
0,SHARP Accept R1,8.781145599998533,62,1
0,Quit R1,9.621273599997163,13,1
0,SHARP Exit R1,9.681331200003624,63,1
0,Mouse in hall 2,9.748096000000835,21,2
0,Reject R1,9.781209600001574,12,1
0,Servo 1 closed,9.782182400003075,2,1
0,Mouse in offer zone 2,9.814732799999415,22,2
0,Reject R1,9.816883199997246,12,1
0,Servo 1 closed,9.817369599997997,2,1
0,R2 no-reward tone,9.823359999999404,27,2
0,R2 0% offer,9.823436800003051,29,2
0,SHARP Entry R2,10.082803199999034,64,2
0,SHARP Accept R2,10.148479999996722,65,2
0,Enter R2,10.350425599999726,23,2
0,SHARP Accept R2,15.7254143999964,65,2
0,Quit R2,15.921561599999666,25,2
0,SHARP Exit R2,15.957196800000965,66,2
0,Mouse in hall 3,15.993702399998904,33,3
0,Mouse in offer zone 3,16.126988799996674,34,3
0,Servo 2 closed,16.13015039999783,4,2
0,Reject R2,16.13021440000087,24,2
0,Servo 2 closed,16.13477120000124,4,2
0,Reject R2,16.13482240000367,24,2
0,R3 no-reward tone,16.145023999996482,39,3
0,R3 0% offer,16.14508799999952,41,3
0,SHARP Entry R3,16.385932800002397,67,3
0,SHARP Accept R3,16.52239360000193,68,3
0,Enter R3,16.689446400001646,35,3
0,SHARP Exit R3,17.723212800003587,69,3
0,SHARP Exit R3,18.223167999997735,69,3
0,SHARP Exit R3,18.421811200000345,69,3
0,SHARP Exit R3,18.556172799997032,69,3
0,SHARP Exit R3,18.62282240000367,69,3
0,SHARP Exit R3,18.822502400003373,69,3
0,SHARP Accept R3,20.09231360000372,68,3
0,Quit R3,20.358105599999426,37,3
0,SHARP Exit R3,20.390732799999416,69,3
0,Servo 3 closed,20.427276799999177,6,3
0,Reject R3,20.427302400000393,36,3
0,Mouse in hall 4,20.427353600002824,45,4
0,Servo 3 closed,20.458355200000106,6,3
0,Reject R3,20.458380800001322,36,3
0,Mouse in offer zone 4,20.529561599999667,46,4
0,R4 reward tone,20.534566399998962,50,4
0,R4 100% offer,20.534617600001393,56,4
0,SHARP Entry R4,20.796851199999452,70,4
