trial_index,tone_onset,tone_prob,restaurant,T_Entry,choice,accept,outcome,reward,quit,collection,trial_end,exit,lapIndex,blockIndex,comment
0,,,4,,,0,,0,,,,18.970470399998128,0,0,
1,18.74767360000312,0,1,19.114867200002074,19.414054399996996,1,,0,21.417280000001192,,21.417280000001192,21.651187200002372,0,1,animal accepted but quit before outcome revealed
2,21.702233599998056,100,2,21.993868799999355,22.094681599996985,1,23.390105599999426,1,,24.761740800000727,24.761740800000727,30.403955200001597,0,1,"accepted, waited, rewarded, and collected"
3,,,4,,,0,,0,,,,25.344320000000298,0,2,
4,,,2,,,0,,0,,,,32.00782079999894,0,2,
5,32.02288639999926,0,3,32.34878719999641,32.48217599999904,1,,0,39.45726720000059,,39.45726720000059,39.62397439999879,0,3,animal accepted but quit before outcome revealed
6,39.66592000000179,20,4,39.9949952000007,32.12006400000304,1,45.378547200001776,0,,,45.378547200001776,48.83752960000187,0,3,"accepted, waited, no-reward"
7,48.113804799996316,0,1,48.41279999999702,48.5467519999966,1,,0,51.71677440000325,,51.71677440000325,52.24156159999966,1,3,animal accepted but quit before outcome revealed
8,,,4,,,0,,0,,,,56.44696320000291,0,4,
9,,,3,,,0,,0,,,,57.84560639999807,0,4,
10,,,2,,,0,,0,,,,62.807232000000774,0,4,
11,,,4,,,0,,0,,,,58.91834880000353,0,4,
12,,,1,,,0,,0,,,,78.0810495999977,0,4,
13,,,4,,,0,,0,,,,78.77079039999843,0,4,
14,78.52977920000255,80,2,78.8260223999992,78.92623359999806,1,82.17532159999757,1,,83.5563519999981,83.5563519999981,90.439257600002,0,5,"accepted, waited, rewarded, and collected"
16,98.9634047999978,100,4,,,0,,0,,,,98.9634047999978,0,0,
17,90.45237759999931,20,3,91.34844160000235,91.01487359999865,0,96.31778559999913,0,,,96.31778559999913,98.92547839999943,0,5,fetched offer tone
18,,,4,,,0,,0,,,,105.50239999999852,0,6,
19,104.24503040000052,0,1,104.51013120000064,104.67790079999715,1,,0,107.48006400000304,,107.48006400000304,107.61457919999957,0,7,animal accepted but quit before outcome revealed
20,107.65994240000099,80,2,107.99375360000134,108.05899520000071,1,111.2736000000015,1,,112.66085119999946,112.66085119999946,120.30740479999781,0,7,"accepted, waited, rewarded, and collected"
22,120.31677440000325,20,3,120.71523839999735,120.9153791999966,1,,0,121.18298879999668,,121.18298879999668,121.18298879999668,0,7,animal accepted but quit but quit wasnot timestamped
23,121.28628480000049,80,4,121.71855359999836,122.28707840000094,1,125.30330879999697,1,,127.39950079999863,127.39950079999863,135.80176640000195,0,7,fetched offer tone
24,134.61281279999764,100,1,134.94566399999707,135.3136895999983,0,,0,,,135.3136895999983,135.3136895999983,1,7,entered T junction then rejected and moved on
25,135.35850240000337,0,2,135.79074560000004,135.92417279999702,1,,0,136.3919871999994,,136.3919871999994,136.3919871999994,1,7,animal accepted but quit but quit wasnot timestamped
