trial_index,tone_onset,tone_prob,restaurant,T_Entry,choice,accept,outcome,reward,quit,collection,trial_end,exit,lapIndex,blockIndex,comment
1,11.832793600000441,80,1,12.12793599999696,12.260851199999452,1,15.441523199997842,1,,,19.133004799999295,19.233241599999367,0,1,rewarded but pellet not taken
2,19.266367999993264,100,2,19.49294079999626,19.595033599995077,1,20.748019199997188,1,,24.391846400000155,24.391846400000155,27.50497279999405,0,1,"accepted, waited, rewarded, and collected"
3,27.510975999996067,100,3,27.769036799997092,27.87009279999882,1,28.982540799997746,1,,,39.28163839999586,39.38520319999754,0,1,rewarded but pellet not taken
4,39.48407039999962,100,4,39.74384640000015,39.81082880000025,1,40.95265279999375,1,,,53.53254399999976,54.39594239999354,0,1,rewarded but pellet not taken
5,54.40887039999664,0,1,54.70658559999615,54.80664319999516,1,,0,58.81098240000009,,58.81098240000009,58.912447999998925,1,1,animal accepted but quit before outcome revealed
6,58.938598399996756,0,2,59.20385279999673,59.30554879999906,1,,0,64.71653119999915,,64.71653119999915,64.95031039999425,1,1,animal accepted but quit before outcome revealed
7,64.95562239999325,80,3,65.2497663999945,65.348108799994,1,68.46179839999974,1,,72.42593279999494,72.42593279999494,76.79363839999586,1,1,"accepted, waited, rewarded, and collected"
8,76.86484479999542,80,4,77.12019199999422,77.1867519999966,1,80.32127999999373,1,,81.7123839999959,81.7123839999959,86.99861759999395,1,1,"accepted, waited, rewarded, and collected"
9,87.14469119999558,0,1,87.54585599999875,87.712742399998,1,,0,93.28366079999506,,93.28366079999506,93.41727999999374,2,1,animal accepted but quit before outcome revealed
10,93.44435199999809,100,2,93.77655039999634,93.87685119999945,1,95.0601343999952,1,,96.34035199999809,96.34035199999809,100.18886400000007,2,1,"accepted, waited, rewarded, and collected"
11,100.19203839999437,0,3,100.48720639999956,100.58548479999602,1,,0,102.45482239999622,,102.45482239999622,104.323481599994,2,1,animal accepted but quit before outcome revealed
